LastAccessTime,TextTyped,FillIntoEdit,URL,Contents,Description,Type,Keyword,TimesSelectedByUser,ID,SourceFile
2016-06-20 20:00:00,google.com,https://www.google.com,https://www.google.com/,https://www.google.com,Google,1,,2,81ABF86B-D843-45FF-B4B6-DC85B27F69C4,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2016-06-20 21:43:41,gdrive,gdrive,https://www.google.jo/search?q=gdrive&oq=gdrive&aqs=chrome.0.0l6.1110j0j7&sourceid=chrome&ie=UTF-8,gdrive,Google Search,7,google.com,1,39A5DE76-DD39-4BE7-8EED-14DCDF00FD09,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2016-06-21 04:53:20,skype,skype,https://www.google.jo/search?q=skype&oq=skype&aqs=chrome.0.0l6.958j0j4&sourceid=chrome&ie=UTF-8,skype,Google Search,7,google.jo,1,8C452FBF-FEA5-4E61-8F8B-07D45480E775,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2016-06-21 05:14:02,http://www.psut.edu.jo/content/about,http://www.psut.edu.jo/content/about,http://www.psut.edu.jo/content/about,http://www.psut.edu.jo/content/about,,1,,1,92094500-6AD4-4D31-864C-3BDF157FD6BB,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2016-06-21 05:16:32,7zip.org,7zip.org,http://7zip.org/,7zip.org,,1,,1,7FCD085B-17EF-4924-AF4F-7D19A285C15B,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2016-06-21 05:29:06,kitties,kitties,https://www.google.jo/search?q=kitties&oq=kitties&aqs=chrome..69i57j0l5.1550j0j4&sourceid=chrome&ie=UTF-8,kitties,Google Search,7,google.jo,1,8F501215-3AB4-4CAF-9AEC-4A3D33C5E371,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2016-06-21 05:31:17,https://www.google.jo/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwj5zuDJ4bfNAhWG6RQKHTnVA6EQjBwIBA&url=http%3A%2F%2Fimg.wallpaperstock.net%3A81%2Fsmall-cute-kitty-wallpapers_24216_1920x1200.jpg&psig=AFQjCNHB3tO7fLTqv9lWfX3gauXnbkrD1w&ust=1466551752714953,https://www.google.jo/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwj5zuDJ4bfNAhWG6RQKHTnVA6EQjBwIBA&url=http%3A%2F%2Fimg.wallpaperstock.net%3A81%2Fsmall-cute-kitty-wallpapers_24216_1920x1200.jpg&psig=AFQjCNHB3tO7fLTqv9lWfX3gauXnbkrD1w&ust=1466551752714953,https://www.google.jo/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwj5zuDJ4bfNAhWG6RQKHTnVA6EQjBwIBA&url=http%3A%2F%2Fimg.wallpaperstock.net%3A81%2Fsmall-cute-kitty-wallpapers_24216_1920x1200.jpg&psig=AFQjCNHB3tO7fLTqv9lWfX3gauXnbkrD1w&ust=1466551752714953,https://www.google.jo/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwj5zuDJ4bfNAhWG6RQKHTnVA6EQjBwIBA&url=http%3A%2F%2Fimg.wallpaperstock.net%3A81%2Fsmall-cute-kitty-wallpapers_24216_1920x1200.jpg&psig=AFQjCNHB3tO7fLTqv9lWfX3gauXnbkrD1w&ust=1466551752714953,,1,,1,30D25617-50BC-4318-A096-604C1CC15C7C,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2016-06-21 05:33:00,kooora.com,kooora.com,http://kooora.com/,kooora.com,,1,,1,EEB6BCCF-5F82-4AA8-9843-4AA3C4101AC4,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2016-06-21 06:46:28,web.whatsapp.com,web.whatsapp.com,http://web.whatsapp.com/,web.whatsapp.com,,1,,1,99D229B3-6F91-4872-BB54-07860D4DAEEA,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2016-06-21 06:48:01,tor.project.org,tor.project.org,http://tor.project.org/,tor.project.org,,1,,1,67998060-0B68-4174-B7EC-FFE69E486A97,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2016-06-21 07:02:46,python.org,python.org,http://python.org/,python.org,,1,,1,BDE8642E-70B4-4307-A295-05460146142D,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2016-06-21 07:04:35,ollydbg,ollydbg,https://www.google.jo/search?q=ollydbg&oq=ollydbg&aqs=chrome..69i57j0l5.5231j0j4&sourceid=chrome&ie=UTF-8,ollydbg,Google Search,7,google.com,1,F45CC3F4-135F-4029-9962-302BD9705D49,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2016-06-21 07:45:35,animals,animals,https://www.google.jo/search?q=animals&oq=animals&aqs=chrome..69i57j0l5.1998j0j4&sourceid=chrome&ie=UTF-8,animals,Google Search,7,google.com,1,89A6FF0D-A86D-46CD-9248-6B73B7ACA7B1,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
2016-06-21 09:12:11,https://www.google.com/settings/security/lesssecureapps,https://www.google.com/settings/security/lesssecureapps,https://www.google.com/settings/security/lesssecureapps,https://www.google.com/settings/security/lesssecureapps,,1,,1,9F04B4F6-1377-464C-8F08-6F7E702142BC,M:\Forensics\TrainingImages\AliHadi\Challenge2UserPolicyViolation\tout\E\Users\Hunter\AppData\Local\Google\Chrome\User Data\Default\Shortcuts
