Version,BatchKeyPath,KeyName,BatchValueName,Path,CreatedOn,LastStart,LastStop,TaskState,LastActionResult,Source,Description,Author
3,,{0323E804-E237-408B-B6CF-CF4D72F3C3AA},,\Microsoft\Windows\Shell\CreateObjectTask,2020-08-01 21:48:09.6501931,2020-08-07 17:48:09.8501170,,0,0,"$(@%SystemRoot%\system32\shell32.dll,-14349)","$(@%SystemRoot%\system32\shell32.dll,-14350)","$(@%SystemRoot%\system32\shell32.dll,-14349)"
3,,{03ABCE57-C2A8-4D96-86E0-71360F6110DE},,\GoogleUpdateTaskMachineCore,2020-08-01 21:01:25.0483548,2021-02-14 02:33:29.8939519,2021-02-14 02:33:33.3002026,0,0,,"Следите за тем, чтобы ваше ПО Google всегда обновлялось. Если отключить или снять эту задачу, ваше ПО Google не будет обновляться. Это может поставить безопасность под угрозу, а также привести к тому, что некоторые функции перестанут работать. Эта задача удаляется автоматически, если нет ПО Google, которое ее использует.",
3,,{058E08DB-14CD-4C06-A3F4-CFF433BDAC06},,\Microsoft\Windows\USB\Usb-Notifications,2020-08-01 21:48:09.6814410,,,0,0,,"$(@%SystemRoot%\system32\usbtask.dll,-602)","$(@%SystemRoot%\system32\usbtask.dll,-600)"
3,,{07ECB3FD-1648-405A-8F01-541BA4553DAE},,\Microsoft\Windows\Application Experience\StartupAppTask,2020-08-01 21:48:09.7126904,2020-08-07 18:56:17.9713961,2020-08-07 18:56:18.5495076,0,-2147023829,"$(@%SystemRoot%\system32\Startupscan.dll,-701)","$(@%SystemRoot%\system32\Startupscan.dll,-702)","$(@%SystemRoot%\system32\Startupscan.dll,-701)"
3,,{086B0255-2466-41AC-8B65-6CC35439B504},,\Microsoft\Windows\DeviceDirectoryClient\RegisterDeviceLocationRightsChange,2020-08-01 21:48:09.8689421,,,0,0,,,
3,,{087DFA94-C252-4AE7-A497-FC634D6A24D1},,\Microsoft\Windows\UpdateOrchestrator\Schedule Scan,2020-08-01 18:50:50.0065837,2021-02-14 02:09:55.2317389,2021-02-14 02:09:55.4817155,0,0,,,
3,,{0A1B7B84-AB48-4FA3-941A-D6EDEE562657},,\Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticResolver,2020-08-01 21:48:08.7751922,,,0,0,"$(@%SystemRoot%\System32\DFDTS.dll,-100)","$(@%SystemRoot%\System32\DFDTS.dll,-118)","$(@%SystemRoot%\System32\DFDTS.dll,-101)"
3,,{0B001FBB-411D-4FCC-862A-E4897DD66D8A},,\Microsoft\Windows\PI\Secure-Boot-Update,2020-08-01 21:48:09.8689421,,,0,0,"$(@%SystemRoot%\system32\TpmTasks.dll,-601)","$(@%SystemRoot%\system32\TpmTasks.dll,-604)","$(@%SystemRoot%\system32\TpmTasks.dll,-600)"
3,,{0B080A30-33FA-42EA-B2AB-1C995FB90B42},,\Microsoft\Windows\Sysmain\WsSwapAssessmentTask,2020-08-01 21:48:09.9314469,2021-02-10 20:05:37.6223444,2021-02-10 20:05:37.7042799,0,0,,"$(@%systemRoot%\System32\sysmain.dll,-3001)","$(@%systemRoot%\System32\sysmain.dll,-3000)"
3,,{0B881F29-4134-4432-870D-09C3DC399FC7},,\Microsoft\Windows\Plug and Play\Device Install Group Policy,2020-08-01 21:48:09.9626921,,,0,0,,"$(@%SystemRoot%\system32\pnppolicy.dll,-602)","$(@%SystemRoot%\system32\pnppolicy.dll,-600)"
