ProgramId,KeyLastWriteTimestamp,Name,Version,Publisher,InstallDateArpLastModified,InstallDate,InstallDateMsi,OSVersionAtInstallTime,InstallDateFromLinkFile,BundleManifestPath,HiddenArp,InboxModernApp,Language,ManifestPath,MsiPackageCode,MsiProductCode,PackageFullName,ProgramInstanceId,RegistryKeyPath,RootDirPath,Type,Source,StoreAppType,UninstallString,Manufacturer
0000012a11296b6ee95b28e04a64b9f3dce400000904,2021-02-14 02:06:08.1709343,Microsoft.Windows.PinningConfirmationDialog,1000.17763.1.0,"CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,,,10.0.0.17763,,,False,True,1033,C:\Windows\SystemApps\Microsoft.Windows.PinningConfirmationDialog_cw5n1h2txyewy\AppXManifest.xml,,,Microsoft.Windows.PinningConfirmationDialog_1000.17763.1.0_neutral__cw5n1h2txyewy,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Windows\SystemApps\Microsoft.Windows.PinningConfirmationDialog_cw5n1h2txyewy,Application,AppxPackage,Win10StoreApp,,
00000888451abdd2add2e5a55051f54be0540000ffff,2021-02-14 02:06:08.3771258,Microsoft Visual Studio Code,1.53.2,Microsoft Corporation,,2020-08-07 00:00:00.0000000,,10.0.0.17763,,,False,False,65535,,,,,00002f0f5916296c57ceffb87b2af34fa8f7052f254f,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{F8A2A208-72B3-4D61-95FC-8A65D340689B}_is1,C:\Program Files\Microsoft VS Code\,Application,AddRemoveProgram,,"""C:\Program Files\Microsoft VS Code\unins000.exe""",
00000b2c4288400b3de6a24ade7dffc4322f00000904,2021-02-14 02:06:08.0939343,Microsoft.Windows.OOBENetworkConnectionFlow,10.0.17763.1,"CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,,,10.0.0.17763,,,False,True,1033,C:\Windows\SystemApps\Microsoft.Windows.OOBENetworkConnectionFlow_cw5n1h2txyewy\AppXManifest.xml,,,Microsoft.Windows.OOBENetworkConnectionFlow_10.0.17763.1_neutral__cw5n1h2txyewy,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Windows\SystemApps\Microsoft.Windows.OOBENetworkConnectionFlow_cw5n1h2txyewy,Application,AppxPackage,Win10StoreApp,,
00000d7d5ab2ca0eac6281c71e6fe805e1a800000904,2021-02-14 02:06:07.4049338,1527c705-839a-4832-9118-54d4Bd6a0c89,10.0.17763.1,"CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,,,10.0.0.17763,,,False,True,1033,C:\Windows\SystemApps\Microsoft.Windows.FilePicker_cw5n1h2txyewy\AppXManifest.xml,,,1527c705-839a-4832-9118-54d4Bd6a0c89_10.0.17763.1_neutral_neutral_cw5n1h2txyewy,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Windows\SystemApps\Microsoft.Windows.FilePicker_cw5n1h2txyewy,Application,AppxPackage,Win10StoreApp,,
000011d5c502458a39a91a733c4721539b9100000904,2021-02-14 02:06:08.2208761,Microsoft.Windows.ShellExperienceHost,10.0.17763.1,"CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,,,10.0.0.17763,,,False,True,1033,C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\AppXManifest.xml,,,Microsoft.Windows.ShellExperienceHost_10.0.17763.1_neutral_neutral_cw5n1h2txyewy,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy,Application,AppxPackage,Win10StoreApp,,
00001e555ff75defb2a5a2d57006343e1e3600000904,2021-02-14 02:06:07.6089339,Microsoft.AccountsControl,10.0.17763.1,"CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,,,10.0.0.17763,,,False,True,1033,C:\Windows\SystemApps\Microsoft.AccountsControl_cw5n1h2txyewy\AppXManifest.xml,,,Microsoft.AccountsControl_10.0.17763.1_neutral__cw5n1h2txyewy,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Windows\SystemApps\Microsoft.AccountsControl_cw5n1h2txyewy,Application,AppxPackage,Win10StoreApp,,
00002bcdaf1985864dacba22e3800895419b00000904,2021-02-14 02:06:08.1199344,Microsoft.Windows.ParentalControls,1000.17763.1.0,"CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,,,10.0.0.17763,,,False,True,1033,C:\Windows\SystemApps\ParentalControls_cw5n1h2txyewy\AppXManifest.xml,,,Microsoft.Windows.ParentalControls_1000.17763.1.0_neutral_neutral_cw5n1h2txyewy,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Windows\SystemApps\ParentalControls_cw5n1h2txyewy,Application,AppxPackage,Win10StoreApp,,
00002d46db77d6abd97b9e70bc5d6a9ffa5f00000904,2021-02-14 02:06:07.5829340,Microsoft.AAD.BrokerPlugin,1000.17763.1.0,"CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,,,10.0.0.17763,,,False,True,1033,C:\Windows\SystemApps\Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy\AppXManifest.xml,,,Microsoft.AAD.BrokerPlugin_1000.17763.1.0_neutral_neutral_cw5n1h2txyewy,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Windows\SystemApps\Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy,Application,AppxPackage,Win10StoreApp,,
000038d47111326369a406af0a83216c1c2d00000904,2021-02-14 02:06:07.5299344,F46D4000-FD22-4DB4-AC8E-4E1DDDE828FE,10.0.17763.1,"CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,,,10.0.0.17763,,,False,True,1033,C:\Windows\SystemApps\Microsoft.Windows.AddSuggestedFoldersToLibraryDialog_cw5n1h2txyewy\AppXManifest.xml,,,F46D4000-FD22-4DB4-AC8E-4E1DDDE828FE_10.0.17763.1_neutral_neutral_cw5n1h2txyewy,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Windows\SystemApps\Microsoft.Windows.AddSuggestedFoldersToLibraryDialog_cw5n1h2txyewy,Application,AppxPackage,Win10StoreApp,,
0000429ae6b2fac005dfdb8260ef44657df700000904,2021-02-14 02:06:07.5049340,E2A4F912-2574-4A75-9BB0-0D023378592B,10.0.17763.1,"CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,,,10.0.0.17763,,,False,True,1033,C:\Windows\SystemApps\Microsoft.Windows.AppResolverUX_cw5n1h2txyewy\AppXManifest.xml,,,E2A4F912-2574-4A75-9BB0-0D023378592B_10.0.17763.1_neutral_neutral_cw5n1h2txyewy,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Windows\SystemApps\Microsoft.Windows.AppResolverUX_cw5n1h2txyewy,Application,AppxPackage,Win10StoreApp,,
