Id,Timestamp,ExeInfo,ExeInfoDescription,ExeTimestamp,SidType,Sid,UserName,UserId,AppId,ConnectedTime,ConnectStartTime,InterfaceLuid,InterfaceType,L2ProfileFlags,L2ProfileId,ProfileName
9,2020-08-01 22:12:00,,,,UnknownOrUserSid,,,2,1,80,2020-08-01 22:10:39,1689399632855040,IF_TYPE_ETHERNET_CSMACD,0,0,
10,2020-08-01 22:38:00,,,,UnknownOrUserSid,,,2,1,1508,2020-08-01 22:12:51,1689399632855040,IF_TYPE_ETHERNET_CSMACD,0,0,
11,2020-08-01 23:47:00,,,,UnknownOrUserSid,,,2,1,3622,2020-08-01 22:46:37,1689399632855040,IF_TYPE_ETHERNET_CSMACD,0,0,
12,2020-08-02 00:48:00,,,,UnknownOrUserSid,,,2,1,7282,2020-08-01 22:46:37,1689399632855040,IF_TYPE_ETHERNET_CSMACD,0,0,
13,2020-08-02 01:49:00,,,,UnknownOrUserSid,,,2,1,10942,2020-08-01 22:46:37,1689399632855040,IF_TYPE_ETHERNET_CSMACD,0,0,
14,2020-08-02 02:50:00,,,,UnknownOrUserSid,,,2,1,14602,2020-08-01 22:46:37,1689399632855040,IF_TYPE_ETHERNET_CSMACD,0,0,
15,2020-08-02 03:51:00,,,,UnknownOrUserSid,,,2,1,18262,2020-08-01 22:46:37,1689399632855040,IF_TYPE_ETHERNET_CSMACD,0,0,
16,2020-08-02 04:52:00,,,,UnknownOrUserSid,,,2,1,21922,2020-08-01 22:46:37,1689399632855040,IF_TYPE_ETHERNET_CSMACD,0,0,
17,2020-08-02 05:53:00,,,,UnknownOrUserSid,,,2,1,25582,2020-08-01 22:46:37,1689399632855040,IF_TYPE_ETHERNET_CSMACD,0,0,
18,2020-08-02 06:54:00,,,,UnknownOrUserSid,,,2,1,29242,2020-08-01 22:46:37,1689399632855040,IF_TYPE_ETHERNET_CSMACD,0,0,
19,2020-08-02 07:55:00,,,,UnknownOrUserSid,,,2,1,32902,2020-08-01 22:46:37,1689399632855040,IF_TYPE_ETHERNET_CSMACD,0,0,
20,2020-08-02 08:56:00,,,,UnknownOrUserSid,,,2,1,36562,2020-08-01 22:46:37,1689399632855040,IF_TYPE_ETHERNET_CSMACD,0,0,
21,2020-08-02 09:57:00,,,,UnknownOrUserSid,,,2,1,40222,2020-08-01 22:46:37,1689399632855040,IF_TYPE_ETHERNET_CSMACD,0,0,
