ActivityId,Platform,PackageName,ExpirationTime,SourceFile
F83F81A3-4522-7796-F5CE-BBB821DF67A3,windows_win32,microsoft.windows.explorer,2019-06-25 04:29:46,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
F83F81A3-4522-7796-F5CE-BBB821DF67A3,host,,2019-06-25 04:29:46,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
AD0650BB-B832-C29F-BDBD-9FFD75E05D9C,windows_win32,microsoft.windows.explorer,2019-06-25 04:32:43,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
AD0650BB-B832-C29F-BDBD-9FFD75E05D9C,packageid,microsoft.windows.explorer,2019-06-25 04:32:43,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
AD0650BB-B832-C29F-BDBD-9FFD75E05D9C,host,,2019-06-25 04:32:43,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
6E2C09EA-9C9F-054E-1853-FC80311087E3,windows_win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\cmd.exe,2019-06-25 04:30:08,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
6E2C09EA-9C9F-054E-1853-FC80311087E3,windows_win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\cmd.exe,2019-06-25 04:30:08,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
6E2C09EA-9C9F-054E-1853-FC80311087E3,host,,2019-06-25 04:30:08,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
274FB011-48B3-282A-582E-0B3CD2AA31AD,windows_win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\cmd.exe,2019-06-25 04:46:03,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
274FB011-48B3-282A-582E-0B3CD2AA31AD,windows_win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\cmd.exe,2019-06-25 04:46:03,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
274FB011-48B3-282A-582E-0B3CD2AA31AD,packageid,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\cmd.exe,2019-06-25 04:46:03,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
274FB011-48B3-282A-582E-0B3CD2AA31AD,host,,2019-06-25 04:46:03,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
DC5A1BE8-D0A1-A53D-6B13-628BC3ED1236,windows_win32,microsoft.windows.explorer,2019-06-25 04:32:48,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
DC5A1BE8-D0A1-A53D-6B13-628BC3ED1236,packageid,microsoft.windows.explorer,2019-06-25 04:32:48,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
DC5A1BE8-D0A1-A53D-6B13-628BC3ED1236,host,,2019-06-25 04:32:48,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
D78AF77E-8E17-56F1-EE07-06148ACF4C91,windows_win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\notepad.exe,2019-06-25 04:31:53,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
D78AF77E-8E17-56F1-EE07-06148ACF4C91,windows_win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\notepad.exe,2019-06-25 04:31:53,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
D78AF77E-8E17-56F1-EE07-06148ACF4C91,host,,2019-06-25 04:31:53,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
D164258C-D966-C53B-466A-6BDC7F2A454D,windows_win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\notepad.exe,2019-06-25 04:31:56,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
D164258C-D966-C53B-466A-6BDC7F2A454D,windows_win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\notepad.exe,2019-06-25 04:31:56,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
D164258C-D966-C53B-466A-6BDC7F2A454D,packageid,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\notepad.exe,2019-06-25 04:31:56,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
D164258C-D966-C53B-466A-6BDC7F2A454D,host,,2019-06-25 04:31:56,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
CE795021-4752-5492-DEBF-0C0E09EF6F62,windows_universal,microsoft.windows.sechealthui_cw5n1h2txyewy,2019-06-25 04:32:09,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
CE795021-4752-5492-DEBF-0C0E09EF6F62,host,,2019-06-25 04:32:09,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
592E39F1-CE02-DA4C-5570-ACACD79CD5E5,windows_universal,microsoft.windows.sechealthui_cw5n1h2txyewy,2019-06-25 04:32:34,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
592E39F1-CE02-DA4C-5570-ACACD79CD5E5,packageid,microsoft.windows.sechealthui_cw5n1h2txyewy!sechealthui,2019-06-25 04:32:34,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
592E39F1-CE02-DA4C-5570-ACACD79CD5E5,host,,2019-06-25 04:32:34,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
5CE7951B-92B6-0327-27DF-E73F79504CF9,windows_win32,microsoft.skydrive.desktop,2019-06-25 04:38:53,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
5CE7951B-92B6-0327-27DF-E73F79504CF9,host,,2019-06-25 04:38:53,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
A656EF4B-DFAD-4F13-D13B-C5D646197366,windows_win32,microsoft.skydrive.desktop,2019-06-25 04:38:55,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
A656EF4B-DFAD-4F13-D13B-C5D646197366,packageid,microsoft.skydrive.desktop,2019-06-25 04:38:55,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
A656EF4B-DFAD-4F13-D13B-C5D646197366,host,,2019-06-25 04:38:55,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
9461437C-52CB-974A-CE48-A510482EC120,windows_win32,microsoft.autogenerated.{923dd477-5846-686b-a659-0fccd73851a8},2019-06-25 04:42:18,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
9461437C-52CB-974A-CE48-A510482EC120,host,,2019-06-25 04:42:18,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
9AC9F180-F52E-7C97-9E9C-44EA4896E25C,windows_win32,microsoft.autogenerated.{923dd477-5846-686b-a659-0fccd73851a8},2019-06-25 04:42:29,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
9AC9F180-F52E-7C97-9E9C-44EA4896E25C,packageid,microsoft.autogenerated.{923dd477-5846-686b-a659-0fccd73851a8},2019-06-25 04:42:29,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
9AC9F180-F52E-7C97-9E9C-44EA4896E25C,host,,2019-06-25 04:42:29,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
0432A907-C434-EB9B-B56F-B26A686670EE,windows_universal,microsoft.windows.sechealthui_cw5n1h2txyewy,2019-06-25 04:45:30,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
0432A907-C434-EB9B-B56F-B26A686670EE,packageid,microsoft.windows.sechealthui_cw5n1h2txyewy!sechealthui,2019-06-25 04:45:30,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
0432A907-C434-EB9B-B56F-B26A686670EE,host,,2019-06-25 04:45:30,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
A4A0DDDC-7129-210E-4525-31346BE01A53,windows_win32,microsoft.windows.explorer,2019-06-25 04:53:02,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
A4A0DDDC-7129-210E-4525-31346BE01A53,packageid,microsoft.windows.explorer,2019-06-25 04:53:02,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
A4A0DDDC-7129-210E-4525-31346BE01A53,host,,2019-06-25 04:53:02,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
0097C8EC-EA42-3BB1-CCE7-B47A8F86328C,windows_win32,microsoft.skydrive.desktop,2019-06-25 04:51:40,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
0097C8EC-EA42-3BB1-CCE7-B47A8F86328C,packageid,microsoft.skydrive.desktop,2019-06-25 04:51:40,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
0097C8EC-EA42-3BB1-CCE7-B47A8F86328C,host,,2019-06-25 04:51:40,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
D3335EA2-C71B-B7F5-39BE-21C09E6A3D60,windows_win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\cmd.exe,2019-06-25 04:53:04,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
D3335EA2-C71B-B7F5-39BE-21C09E6A3D60,windows_win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\cmd.exe,2019-06-25 04:53:04,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
D3335EA2-C71B-B7F5-39BE-21C09E6A3D60,packageid,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\cmd.exe,2019-06-25 04:53:04,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
D3335EA2-C71B-B7F5-39BE-21C09E6A3D60,host,,2019-06-25 04:53:04,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
