Id,Payload,LastModifiedTime,ExpirationTime,CreatedInCloud,StartTime,EndTime,LastModifiedOnClient,OriginalLastModifiedOnClient,ActivityType,IsLocalOnly,ETag,PackageIdHash,PlatformDeviceId,SourceFile
1295499D-9683-2541-F391-D0BB75EE3BE4,0x7B22646973706C617954657874223A2253657474696E6773222C2261637469766174696F6E557269223A226D732D7368656C6C61637469766974793A222C22617070446973706C61794E616D65223A2253657474696E6773222C226261636B67726F756E64436F6C6F72223A22626C61636B227D,2021-02-13 14:57:09,2021-03-15 15:57:09,1969-12-31 19:00:00,2021-02-13 14:57:09,1969-12-31 19:00:00,2021-02-13 14:57:09,,5,0,1,kSeSJDyDucRjb/Mg0+JTxAd+m+MUruhwxnGpp7ptRws=,wWj/1dc1Js7rsVtZyIuImmzE9kHQZAaEwrbk7IuEYak=,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\User\AppData\Local\ConnectedDevicesPlatform\L.User\ActivitiesCache.db
9D1F04BA-50CC-469F-3398-BFFF5A19EAAA,0x7B2274797065223A2255736572456E6761676564222C227265706F7274696E67417070223A225368656C6C41637469766974794D6F6E69746F72222C226163746976654475726174696F6E5365636F6E6473223A352C227368656C6C436F6E74656E744465736372697074696F6E223A7B224D6572676564476170223A3630307D2C227573657254696D657A6F6E65223A22416D65726963612F4C6F735F416E67656C6573227D,2021-02-13 14:57:14,2021-03-15 15:57:14,1969-12-31 19:00:00,2021-02-13 14:57:09,2021-02-13 14:57:14,2021-02-13 14:57:14,,6,0,2,kSeSJDyDucRjb/Mg0+JTxAd+m+MUruhwxnGpp7ptRws=,wWj/1dc1Js7rsVtZyIuImmzE9kHQZAaEwrbk7IuEYak=,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\User\AppData\Local\ConnectedDevicesPlatform\L.User\ActivitiesCache.db
EF1771FD-5C38-F376-8EDC-33A516CD937D,0x7B2274797065223A2255736572456E6761676564222C227265706F7274696E67417070223A225368656C6C41637469766974794D6F6E69746F72222C227368656C6C436F6E74656E744465736372697074696F6E223A7B224D6572676564476170223A3630307D2C227573657254696D657A6F6E65223A22506163696669632F456173746572227D,2020-08-01 16:58:02,2020-08-31 16:58:02,1969-12-31 19:00:00,2020-08-01 16:58:02,2020-08-01 16:58:02,2020-08-01 16:58:02,,6,0,3,kSeSJDyDucRjb/Mg0+JTxAd+m+MUruhwxnGpp7ptRws=,wWj/1dc1Js7rsVtZyIuImmzE9kHQZAaEwrbk7IuEYak=,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\User\AppData\Local\ConnectedDevicesPlatform\L.User\ActivitiesCache.db
B55265D7-AD7C-A749-F191-0842E428912B,0x7B22646973706C617954657874223A22496E7465726E6574204578706C6F726572222C2261637469766174696F6E557269223A226D732D7368656C6C61637469766974793A222C22617070446973706C61794E616D65223A22496E7465726E6574204578706C6F726572222C226261636B67726F756E64436F6C6F72223A22626C61636B227D,2020-08-01 17:00:19,2020-08-31 17:00:19,1969-12-31 19:00:00,2020-08-01 17:00:19,1969-12-31 19:00:00,2020-08-01 17:00:19,,5,0,6,cntWoA4XC4i55bCspsTX5kzDcl+/8YAeXv8Qel/xEvc=,wWj/1dc1Js7rsVtZyIuImmzE9kHQZAaEwrbk7IuEYak=,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\User\AppData\Local\ConnectedDevicesPlatform\L.User\ActivitiesCache.db
7C86F383-8B15-1F14-BE0E-E5A188EF4B02,0x7B22646973706C617954657874223A224D534E20D0A0D0BED181D181D0B8D18F207C20D09DD0BED0B2D0BED181D182D0B82C20D184D0BED182D0BE2C20D0BFD0BED0B3D0BED0B4D0B02C20536B79706520D0B8204F75746C6F6F6B202D20496E7465726E6574204578706C6F726572222C2261637469766174696F6E557269223A2269652E687474703A68747470733A2F2F7777772E6D736E2E636F6D2F72752D72752F3F6F6369643D69656870222C226465736372697074696F6E223A2268747470733A2F2F7777772E6D736E2E636F6D2F72752D72752F3F6F6369643D69656870222C226261636B67726F756E64436F6C6F72223A22234646303037384437222C22636F6E74656E7454797065223A226170706C69636174696F6E2F687461222C22636F6E74656E74557269223A2268747470733A2F2F7777772E6D736E2E636F6D2F72752D72752F3F6F6369643D69656870222C226174747269627574696F6E223A7B2269636F6E557269223A2268747470733A2F2F7374617469632D676C6F62616C2D732D6D736E2D636F6D2E616B616D61697A65642E6E65742F68702D6E65752F73632F32622F6135656132312E69636F222C22616C7465726E61746554657874223A227777772E6D736E2E636F6D222C22616464496D6167655175657279223A747275657D7D,2020-08-01 17:00:20,2020-08-31 17:03:35,1969-12-31 19:00:00,2020-08-01 17:00:20,1969-12-31 19:00:00,2020-08-01 17:03:35,,5,0,128,cntWoA4XC4i55bCspsTX5kzDcl+/8YAeXv8Qel/xEvc=,wWj/1dc1Js7rsVtZyIuImmzE9kHQZAaEwrbk7IuEYak=,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\User\AppData\Local\ConnectedDevicesPlatform\L.User\ActivitiesCache.db
1C4594BB-992A-0957-E345-A0C7412E2339,0x7B2274797065223A2255736572456E6761676564222C227265706F7274696E67417070223A225368656C6C41637469766974794D6F6E69746F72222C226163746976654475726174696F6E5365636F6E6473223A343239343936373330302C227368656C6C436F6E74656E744465736372697074696F6E223A7B224D6572676564476170223A3630307D2C227573657254696D657A6F6E65223A22506163696669632F456173746572227D,2020-08-01 17:00:21,2020-08-31 17:00:27,1969-12-31 19:00:00,2020-08-01 17:00:20,2020-08-01 17:00:24,2020-08-01 17:00:27,,6,0,15,cntWoA4XC4i55bCspsTX5kzDcl+/8YAeXv8Qel/xEvc=,wWj/1dc1Js7rsVtZyIuImmzE9kHQZAaEwrbk7IuEYak=,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\User\AppData\Local\ConnectedDevicesPlatform\L.User\ActivitiesCache.db
58D9D739-1E5D-8B0E-A715-33D7EB487FD4,0x7B22646973706C617954657874223A22446F776E6C6F6164204D6963726F736F667420456467652042726F77736572207C204D6963726F736F6674202D20496E7465726E6574204578706C6F726572222C2261637469766174696F6E557269223A2269652E687474703A68747470733A2F2F7777772E6D6963726F736F66742E636F6D2F656E2D75732F656467653F666F726D3D4D413133444C264F4349443D4D413133444C222C226465736372697074696F6E223A2268747470733A2F2F7777772E6D6963726F736F66742E636F6D2F656E2D75732F656467653F666F726D3D4D413133444C264F4349443D4D413133444C222C226261636B67726F756E64436F6C6F72223A22234646303037384437222C22636F6E74656E7454797065223A226170706C69636174696F6E2F687461222C22636F6E74656E74557269223A2268747470733A2F2F7777772E6D6963726F736F66742E636F6D2F656E2D75732F656467653F666F726D3D4D413133444C264F4349443D4D413133444C222C226174747269627574696F6E223A7B2269636F6E557269223A2268747470733A2F2F7777772E6D6963726F736F66742E636F6D2F656E2D75732F656467653F666F726D3D4D413133444C264F4349443D4D413133444C222C22616C7465726E61746554657874223A227777772E6D6963726F736F66742E636F6D222C22616464496D6167655175657279223A747275657D7D,2020-08-01 17:00:28,2020-08-31 17:00:28,1969-12-31 19:00:00,2020-08-01 17:00:28,1969-12-31 19:00:00,2020-08-01 17:00:28,,5,0,18,cntWoA4XC4i55bCspsTX5kzDcl+/8YAeXv8Qel/xEvc=,wWj/1dc1Js7rsVtZyIuImmzE9kHQZAaEwrbk7IuEYak=,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\User\AppData\Local\ConnectedDevicesPlatform\L.User\ActivitiesCache.db
F60D0667-A9F3-8BF5-964C-E429A0789D96,0x7B2274797065223A2255736572456E6761676564222C227265706F7274696E67417070223A225368656C6C41637469766974794D6F6E69746F72222C226163746976654475726174696F6E5365636F6E6473223A322C227368656C6C436F6E74656E744465736372697074696F6E223A7B224D6572676564476170223A3630307D2C227573657254696D657A6F6E65223A22506163696669632F456173746572227D,2020-08-01 17:00:28,2020-08-31 17:00:30,1969-12-31 19:00:00,2020-08-01 17:00:28,2020-08-01 17:00:30,2020-08-01 17:00:30,,6,0,23,cntWoA4XC4i55bCspsTX5kzDcl+/8YAeXv8Qel/xEvc=,wWj/1dc1Js7rsVtZyIuImmzE9kHQZAaEwrbk7IuEYak=,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\User\AppData\Local\ConnectedDevicesPlatform\L.User\ActivitiesCache.db
8B2A2907-1AE7-54A3-4FA9-51EDA43B1382,0x7B22646973706C617954657874223A226368726F6D65202D2042696E67202D20496E7465726E6574204578706C6F726572222C2261637469766174696F6E557269223A2269652E687474703A68747470733A2F2F7777772E62696E672E636F6D2F7365617263683F713D6368726F6D65267372633D49452D536561726368426F7826464F524D3D494553523441222C226465736372697074696F6E223A2268747470733A2F2F7777772E62696E672E636F6D2F7365617263683F713D6368726F6D65267372633D49452D536561726368426F7826464F524D3D494553523441222C226261636B67726F756E64436F6C6F72223A22234646303037384437222C22636F6E74656E7454797065223A226170706C69636174696F6E2F687461222C22636F6E74656E74557269223A2268747470733A2F2F7777772E62696E672E636F6D2F7365617263683F713D6368726F6D65267372633D49452D536561726368426F7826464F524D3D494553523441222C226174747269627574696F6E223A7B2269636F6E557269223A2268747470733A2F2F7777772E62696E672E636F6D2F66617669636F6E2E69636F222C22616C7465726E61746554657874223A227777772E62696E672E636F6D222C22616464496D6167655175657279223A747275657D7D,2020-08-01 17:00:30,2020-08-31 17:00:30,1969-12-31 19:00:00,2020-08-01 17:00:30,1969-12-31 19:00:00,2020-08-01 17:00:30,,5,0,22,cntWoA4XC4i55bCspsTX5kzDcl+/8YAeXv8Qel/xEvc=,wWj/1dc1Js7rsVtZyIuImmzE9kHQZAaEwrbk7IuEYak=,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\User\AppData\Local\ConnectedDevicesPlatform\L.User\ActivitiesCache.db
057B6B54-B399-1B09-1D5A-6715ABB12C7C,0x7B2274797065223A2255736572456E6761676564222C227265706F7274696E67417070223A225368656C6C41637469766974794D6F6E69746F72222C226163746976654475726174696F6E5365636F6E6473223A32362C227368656C6C436F6E74656E744465736372697074696F6E223A7B224D6572676564476170223A3630307D2C227573657254696D657A6F6E65223A22506163696669632F456173746572227D,2020-08-01 17:00:30,2020-08-31 17:00:56,1969-12-31 19:00:00,2020-08-01 17:00:30,2020-08-01 17:00:56,2020-08-01 17:00:56,,6,0,33,cntWoA4XC4i55bCspsTX5kzDcl+/8YAeXv8Qel/xEvc=,wWj/1dc1Js7rsVtZyIuImmzE9kHQZAaEwrbk7IuEYak=,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\User\AppData\Local\ConnectedDevicesPlatform\L.User\ActivitiesCache.db
