ID,UserText,URL,NumberOfHits,NumberOfMisses,SourceFile
00b7ade2-7d9e-41ea-a131-a3c47e98b1d3,h,https://protonmail.com/,0,1,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Network Action Predictor
00b7ade2-7d9e-41ea-a131-a3c47e98b1d3,h,https://protonmail.com/,0,1,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Network Action Predictor
00b7ade2-7d9e-41ea-a131-a3c47e98b1d3,h,https://protonmail.com/,0,1,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Network Action Predictor
00b7ade2-7d9e-41ea-a131-a3c47e98b1d3,h,https://protonmail.com/,0,1,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Network Action Predictor
00b7ade2-7d9e-41ea-a131-a3c47e98b1d3,h,https://protonmail.com/,0,1,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Network Action Predictor
00b7ade2-7d9e-41ea-a131-a3c47e98b1d3,h,https://protonmail.com/,0,1,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Network Action Predictor
00b7ade2-7d9e-41ea-a131-a3c47e98b1d3,h,https://protonmail.com/,0,1,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Network Action Predictor
00b7ade2-7d9e-41ea-a131-a3c47e98b1d3,h,https://protonmail.com/,0,1,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Network Action Predictor
00b7ade2-7d9e-41ea-a131-a3c47e98b1d3,h,https://protonmail.com/,0,1,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Network Action Predictor
00b7ade2-7d9e-41ea-a131-a3c47e98b1d3,h,https://protonmail.com/,0,1,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Network Action Predictor
00b7ade2-7d9e-41ea-a131-a3c47e98b1d3,h,https://protonmail.com/,0,1,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Network Action Predictor
00b7ade2-7d9e-41ea-a131-a3c47e98b1d3,h,https://protonmail.com/,0,1,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Network Action Predictor
00b7ade2-7d9e-41ea-a131-a3c47e98b1d3,h,https://protonmail.com/,0,1,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Network Action Predictor
00b7ade2-7d9e-41ea-a131-a3c47e98b1d3,h,https://protonmail.com/,0,1,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Network Action Predictor
03f53e06-4982-4ee7-b4c7-3419e562b199,http://git.,https://protonmail.com/,0,1,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Network Action Predictor
03f53e06-4982-4ee7-b4c7-3419e562b199,http://git.,https://protonmail.com/,0,1,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Network Action Predictor
03f53e06-4982-4ee7-b4c7-3419e562b199,http://git.,https://protonmail.com/,0,1,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Network Action Predictor
03f53e06-4982-4ee7-b4c7-3419e562b199,http://git.,https://protonmail.com/,0,1,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Network Action Predictor
03f53e06-4982-4ee7-b4c7-3419e562b199,http://git.,https://protonmail.com/,0,1,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Network Action Predictor
03f53e06-4982-4ee7-b4c7-3419e562b199,http://git.,https://protonmail.com/,0,1,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Network Action Predictor
03f53e06-4982-4ee7-b4c7-3419e562b199,http://git.,https://protonmail.com/,0,1,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Network Action Predictor
03f53e06-4982-4ee7-b4c7-3419e562b199,http://git.,https://protonmail.com/,0,1,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Network Action Predictor
03f53e06-4982-4ee7-b4c7-3419e562b199,http://git.,https://protonmail.com/,0,1,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Network Action Predictor
03f53e06-4982-4ee7-b4c7-3419e562b199,http://git.,https://protonmail.com/,0,1,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\Google\Chrome\User Data\Default\Network Action Predictor
