ActivityId,Platform,PackageName,ExpirationTime,SourceFile
32F16934-D9A8-72DA-7F05-C3370C2EC4D5,windows_win32,chrome,2021-03-12 14:53:36,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\ConnectedDevicesPlatform\L.anit.ghosh\ActivitiesCache.db
32F16934-D9A8-72DA-7F05-C3370C2EC4D5,host,,2021-03-12 14:53:36,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\ConnectedDevicesPlatform\L.anit.ghosh\ActivitiesCache.db
47DDC05E-CFD3-F15C-F278-8B168642EAD3,windows_win32,chrome,2021-03-12 14:55:28,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\ConnectedDevicesPlatform\L.anit.ghosh\ActivitiesCache.db
47DDC05E-CFD3-F15C-F278-8B168642EAD3,packageid,chrome,2021-03-12 14:55:28,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\ConnectedDevicesPlatform\L.anit.ghosh\ActivitiesCache.db
47DDC05E-CFD3-F15C-F278-8B168642EAD3,host,,2021-03-12 14:55:28,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\ConnectedDevicesPlatform\L.anit.ghosh\ActivitiesCache.db
A86BE61A-72BE-59E6-508C-98771BAB5A3F,windows_win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\windowspowershell\v1.0\powershell.exe,2021-03-12 14:53:51,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\ConnectedDevicesPlatform\L.anit.ghosh\ActivitiesCache.db
A86BE61A-72BE-59E6-508C-98771BAB5A3F,windows_win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell.exe,2021-03-12 14:53:51,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\ConnectedDevicesPlatform\L.anit.ghosh\ActivitiesCache.db
A86BE61A-72BE-59E6-508C-98771BAB5A3F,host,,2021-03-12 14:53:51,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\ConnectedDevicesPlatform\L.anit.ghosh\ActivitiesCache.db
00C81EF5-EF3D-B783-5E48-B351C6F65058,windows_win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\windowspowershell\v1.0\powershell.exe,2021-03-12 14:55:58,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\ConnectedDevicesPlatform\L.anit.ghosh\ActivitiesCache.db
00C81EF5-EF3D-B783-5E48-B351C6F65058,windows_win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\windowspowershell\v1.0\powershell.exe,2021-03-12 14:55:58,C:\Users\CFUser\OneDrive - Kroll\Training\BelkasoftCTFImages\BelkaDay_SUSPECT_LAPTOP\tout\F\Users\anit.ghosh\AppData\Local\ConnectedDevicesPlatform\L.anit.ghosh\ActivitiesCache.db
