SourceFile,SourceCreated,SourceModified,SourceAccessed,TargetCreated,TargetModified,TargetAccessed,FileSize,RelativePath,WorkingDirectory,FileAttributes,HeaderFlags,DriveType,VolumeSerialNumber,VolumeLabel,LocalPath,NetworkPath,CommonPath,Arguments,TargetIDAbsolutePath,TargetMFTEntryNumber,TargetMFTSequenceNumber,MachineID,MachineMACAddress,MACVendor,TrackerCreatedOn,ExtraBlocksPresent
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\IEUser\Desktop\eula.lnk,2018-04-25 20:01:39,2018-04-25 20:01:39,2021-08-30 12:16:46,2018-04-25 20:01:39,2018-01-26 15:04:06,2018-04-25 20:01:39,32985,..\..\..\Windows\System32\eula.txt,,"FileAttributeReadonly, FileAttributeArchive","HasTargetIdList, HasLinkInfo, HasRelativePath, IsUnicode",Fixed storage media (Hard drive),68D628DB,,C:\Windows\System32\eula.txt,,,,My Computer\C:\Windows\System32\eula.txt,0x15947,0x6,msedgewin10,00:0c:29:80:6f:2a,VMWARE,2018-04-25 20:00:27,"SpecialFolderDataBlock, KnownFolderDataBlock, TrackerDataBaseBlock, PropertyStoreDataBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\Joker\Desktop\Microsoft Edge.lnk,2019-02-15 04:54:31,2019-02-15 04:54:31,2021-08-30 12:16:46,,,,0,,,0,"HasTargetIdList, IsUnicode, EnableTargetMetadata",(None),,,,,,,Applications\Microsoft Edge,,,,,,,
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\Public\Desktop\VMware Shared Folders.lnk,2018-04-25 20:08:14,2019-02-15 13:45:13,2021-08-30 12:16:46,2019-02-15 13:45:14,2019-02-15 13:45:14,2019-02-15 13:45:14,4192,,,"FileAttributeReadonly, FileAttributeDirectory","HasLinkInfo, HasName, IsUnicode, HasExpString",(None),,,,\\VMWARE-HOST\SHARED FOLDERS,,,,,,,,,,"VistaAndAboveIdListDataBlock, EnvironmentVariableDataBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\ProgramData\Microsoft\Windows\Start Menu\Programs\Immersive Control Panel.lnk,2018-04-11 23:35:21,2018-04-11 23:35:21,2021-08-30 12:16:46,,,,0,,%HOMEDRIVE%%HOMEPATH%,0,"HasName, HasWorkingDir, HasIconLocation, IsUnicode, ForceNoLinkInfo, HasExpString, PreferEnvironmentPath",(None),,,,,,,,,,,,,,"PropertyStoreDataBlock, EnvironmentVariableDataBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\Default\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\Shows Desktop.lnk,2018-04-11 23:34:43,2018-04-11 23:34:43,2021-08-30 12:16:46,,,,0,,,0,"HasTargetIdList, HasName, HasIconLocation, IsUnicode, ForceNoLinkInfo",(None),,,,,,,Show Desktop,,,,,,,PropertyStoreDataBlock
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\Default\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\Window Switcher.lnk,2018-04-11 23:34:43,2018-04-11 23:34:43,2021-08-30 12:16:46,,,,0,,,0,"HasTargetIdList, HasName, HasIconLocation, IsUnicode, ForceNoLinkInfo",(None),,,,,,,Window Switcher,,,,,,,PropertyStoreDataBlock
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\IEUser\AppData\Roaming\Microsoft\Windows\Recent\eula.txt.lnk,2019-02-15 04:36:37,2019-02-15 04:36:37,2021-08-30 12:16:46,2018-04-25 20:01:39,2018-01-26 15:04:06,2019-02-15 04:20:50,32985,..\..\..\..\..\..\..\Windows\System32\eula.txt,C:\Windows\System32,"FileAttributeReadonly, FileAttributeArchive","HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, IsUnicode, DisableKnownFolderTracking",Fixed storage media (Hard drive),68D628DB,,C:\Windows\System32\eula.txt,,,,My Computer\C:\Windows\System32\eula.txt,0x15947,0x6,msedgewin10,00:0c:29:80:6f:2a,VMWARE,2018-04-25 20:00:27,"TrackerDataBaseBlock, PropertyStoreDataBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\IEUser\AppData\Roaming\Microsoft\Windows\Recent\FindMeIfYouCan.jpg.lnk,2019-02-15 04:35:33,2019-02-15 04:35:33,2021-08-30 12:16:46,2018-10-29 11:24:24,2018-02-13 05:28:54,2019-02-15 04:03:20,31646,,O:\pics,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasWorkingDir, IsUnicode, DisableKnownFolderTracking",(None),,,,\\192.168.70.128\SharedJJ,pics\FindMeIfYouCan.jpg,,My Computer\O:\pics\FindMeIfYouCan.jpg,0x10798,0x5,,00:0c:29:a1:dc:26,VMWARE,2019-02-15 03:52:56,TrackerDataBaseBlock
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\IEUser\AppData\Roaming\Microsoft\Windows\Recent\forensics.jpg.lnk,2019-02-15 04:36:14,2019-02-15 04:36:14,2021-08-30 12:16:46,2018-01-23 16:42:46,2018-01-19 04:39:22,2019-02-15 04:13:41,110887,,O:\pics,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasWorkingDir, IsUnicode, DisableKnownFolderTracking",(None),,,,\\192.168.70.128\SharedJJ,pics\forensics.jpg,,My Computer\O:\pics\forensics.jpg,0x1076E,0x3,,00:0c:29:a1:dc:26,VMWARE,2019-02-15 03:52:56,TrackerDataBaseBlock
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\IEUser\AppData\Roaming\Microsoft\Windows\Recent\Halloween.jpg.lnk,2019-02-15 04:35:57,2019-02-15 04:35:57,2021-08-30 12:16:46,2018-11-01 13:22:52,2018-11-01 13:22:50,2019-02-15 04:07:04,63209,,O:\pics,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasWorkingDir, IsUnicode, DisableKnownFolderTracking",(None),,,,\\192.168.70.128\SharedJJ,pics\Halloween.jpg,,My Computer\O:\pics\Halloween.jpg,0x1079B,0x2,,00:0c:29:a1:dc:26,VMWARE,2019-02-15 03:52:56,TrackerDataBaseBlock
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\IEUser\AppData\Roaming\Microsoft\Windows\Recent\Photo02.jpg.lnk,2019-02-15 04:36:03,2019-02-15 04:36:03,2021-08-30 12:16:46,2019-02-15 04:07:47,2018-02-08 16:24:12,2019-02-15 04:07:47,869470,,O:\pics,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasWorkingDir, IsUnicode, DisableKnownFolderTracking",(None),,,,\\192.168.70.128\SharedJJ,pics\Photo02.jpg,,My Computer\O:\pics\Photo02.jpg,0x107A6,0x2,,00:0c:29:a1:dc:26,VMWARE,2019-02-15 03:52:56,TrackerDataBaseBlock
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\IEUser\AppData\Roaming\Microsoft\Windows\Recent\pics.lnk,2019-02-15 04:35:33,2019-02-15 05:07:07,2021-08-30 12:16:46,2019-02-15 05:06:52,2019-02-15 05:06:52,2019-02-15 05:07:07,4096,..\..\..\..\..\Pictures\pics,,FileAttributeDirectory,"HasTargetIdList, HasLinkInfo, HasRelativePath, IsUnicode, DisableKnownFolderTracking",Fixed storage media (Hard drive),68D628DB,,C:\Users\IEUser\Pictures\pics,,,,My Computer\Pictures\pics,0x181B0,0x4,msedgewin10,00:0c:29:bc:95:21,VMWARE,2019-02-15 04:49:40,"TrackerDataBaseBlock, PropertyStoreDataBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\IEUser\AppData\Roaming\Microsoft\Windows\Recent\readme.txt.lnk,2019-02-15 04:37:08,2019-02-15 04:37:08,2021-08-30 12:16:46,2013-12-04 06:37:38,2013-12-04 06:37:38,2019-02-15 04:37:08,6149,..\..\..\..\..\Downloads\SetMACE_v1009\SetMACE_v1009\readme.txt,C:\Users\IEUser\Downloads\SetMACE_v1009\SetMACE_v1009,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, IsUnicode, DisableKnownFolderTracking",Fixed storage media (Hard drive),68D628DB,,C:\Users\IEUser\Downloads\SetMACE_v1009\SetMACE_v1009\readme.txt,,,,My Computer\Downloads\SetMACE_v1009\SetMACE_v1009\readme.txt,0x1575C,0x3,msedgewin10,00:0c:29:bc:95:21,VMWARE,2019-02-15 03:49:07,"TrackerDataBaseBlock, PropertyStoreDataBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\IEUser\AppData\Roaming\Microsoft\Windows\Recent\SetMACE_v1009.lnk,2019-02-15 04:37:08,2019-02-15 04:37:08,2021-08-30 12:16:46,2019-02-15 04:32:52,2019-02-15 04:32:55,2019-02-15 04:37:08,0,..\..\..\..\..\Downloads\SetMACE_v1009\SetMACE_v1009,,FileAttributeDirectory,"HasTargetIdList, HasLinkInfo, HasRelativePath, IsUnicode, DisableKnownFolderTracking",Fixed storage media (Hard drive),68D628DB,,C:\Users\IEUser\Downloads\SetMACE_v1009\SetMACE_v1009,,,,My Computer\Downloads\SetMACE_v1009\SetMACE_v1009,0x1575B,0x3,msedgewin10,00:0c:29:bc:95:21,VMWARE,2019-02-15 03:49:07,"TrackerDataBaseBlock, PropertyStoreDataBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\IEUser\AppData\Roaming\Microsoft\Windows\Recent\System32.lnk,2019-02-15 04:36:37,2019-02-15 04:36:37,2021-08-30 12:16:46,2018-04-11 21:04:33,2019-02-15 03:57:38,2019-02-15 04:36:37,1048576,..\..\..\..\..\..\..\Windows\System32,,FileAttributeDirectory,"HasTargetIdList, HasLinkInfo, HasRelativePath, IsUnicode, DisableKnownFolderTracking",Fixed storage media (Hard drive),68D628DB,,C:\Windows\System32,,,,My Computer\C:\Windows\System32,0x10D4,0x1,msedgewin10,00:0c:29:bc:95:21,VMWARE,2019-02-15 03:49:07,"TrackerDataBaseBlock, PropertyStoreDataBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\IEUser\AppData\Roaming\Microsoft\Windows\Recent\whoami4.png.lnk,2019-02-15 04:36:11,2019-02-15 05:07:07,2021-08-30 12:16:46,2019-02-15 05:06:52,2018-03-06 16:33:54,2019-02-15 05:06:53,2084,..\..\..\..\..\Pictures\pics\whoami4.png,C:\Users\IEUser\Pictures\pics,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, IsUnicode, DisableKnownFolderTracking",Fixed storage media (Hard drive),68D628DB,,C:\Users\IEUser\Pictures\pics\whoami4.png,,,,My Computer\Pictures\pics\whoami4.png,0x181BC,0x1,msedgewin10,00:0c:29:bc:95:21,VMWARE,2019-02-15 04:49:40,"TrackerDataBaseBlock, PropertyStoreDataBlock"
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\IEUser\AppData\Roaming\Microsoft\Windows\Recent\ZoteroWorkshopPoster.png.lnk,2019-02-15 04:35:50,2019-02-15 04:35:50,2021-08-30 12:16:46,2018-10-30 19:41:26,2018-10-30 19:41:25,2019-02-15 03:56:04,115703,,O:\pics,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasWorkingDir, IsUnicode, DisableKnownFolderTracking",(None),,,,\\192.168.70.128\SharedJJ,pics\ZoteroWorkshopPoster.png,,My Computer\O:\pics\ZoteroWorkshopPoster.png,0x10788,0x2,,00:0c:29:a1:dc:26,VMWARE,2019-02-15 03:52:56,TrackerDataBaseBlock
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\Joker\AppData\Roaming\Microsoft\Windows\Recent\Confidential.lnk,2019-02-15 05:02:56,2019-02-15 05:03:25,2021-08-30 12:16:46,2019-02-15 04:07:47,2019-02-15 04:09:34,2019-02-15 04:07:47,439,,\\192.168.70.128\SharedJJ\docs,FileAttributeArchive,"HasLinkInfo, HasWorkingDir, IsUnicode, HasExpString, DisableKnownFolderTracking",(None),,,,\\192.168.70.128\SHAREDJJ,docs\Confidential.rtf,,,,,,00:0c:29:a1:dc:26,VMWARE,2019-02-15 03:52:56,"VistaAndAboveIdListDataBlock, EnvironmentVariableDataBlock, TrackerDataBaseBlock"
