ControlSet,CacheEntryPosition,Path,LastModifiedTimeUTC,Executed,Duplicate,SourceFile
1,29,0000000b	03e83fab00fb0000	000a000038390000	8664	InputApp	cw5n1h2txyewy	neutral,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,30,0000000b	000a00003fab0135	000a00003f480000	8664	Microsoft.Windows.SecHealthUI	cw5n1h2txyewy	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,31,0000000b	00293fab00f80000	000c000000000000	8664	Microsoft.MicrosoftEdge	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,32,C:\Windows\system32\attrib.exe,2017-09-29 13:41:33,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,33,C:\Windows\system32\GfxUIEx.exe,2015-07-31 02:45:32,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,34,C:\Windows\system32\igfxEM.exe,2015-07-31 02:45:32,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,35,C:\Windows\system32\igfxHK.exe,2015-07-31 02:45:32,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,36,C:\Windows\system32\igfxTray.exe,2015-07-31 02:45:32,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,37,C:\Windows\system32\igfxext.exe,2015-07-31 02:45:32,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,38,C:\Windows\system32\igfxCPL.cpl,2015-07-31 02:45:32,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,39,C:\Program Files (x86)\Microsoft Office\root\Office16\msoia.exe,2018-03-27 09:44:08,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,40,C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe,2017-09-29 13:43:16,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,41,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,2017-09-29 13:43:06,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,42,C:\Windows\SysWow64\IntelCpHeciSvc.exe,2015-07-31 02:45:34,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,43,C:\Program Files\DellTPad\HidMonitorSvc.exe,2015-06-25 08:56:02,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,44,C:\Windows\system32\igfxCUIService.exe,2015-07-31 02:45:32,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,45,00000009	000106b002640000	000a00003fab0000	8664	Microsoft.WindowsFeedbackHub	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,46,00000009	000300122f3b0000	000a000028000000	8664	Microsoft.MicrosoftSolitaireCollection	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,47,C:\Windows\system32\WerFault.exe,2017-09-29 13:41:44,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,48,00000009	0011234556590000	000a00003f3e0000	8664	microsoft.windowscommunicationsapps	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,49,00000009	2e1a03e9000b0000	000a00003fab0000	8664	Microsoft.WindowsStore	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,50,00000009	000e000063520000	000a0000273a0000	8664	Microsoft.VCLibs.140.00.UWPDesktop	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,51,00000000	000e000063520000	000a0000273a0000	8664	Microsoft.VCLibs.140.00.UWPDesktop	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,52,00000009	0003070a659c0000	000a00003ad70000	8664	Microsoft.Microsoft3DViewer	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,53,C:\Windows\System32\PickerHost.exe,2017-09-29 13:41:26,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,54,00000009	000a00030d900000	000a00003fab0000	8664	Microsoft.People	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,55,C:\Program Files\WindowsApps\microsoft.microsoftskydrive_17.28.4.0_x64__8wekyb3d8bbwe\Application,2018-03-27 09:54:08,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,56,00000009	0011001c00040000	000a00003ad70000	8664	microsoft.microsoftskydrive	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,57,00000000	000a000042d80000	000a000028000000	8664	Microsoft.Services.Store.Engagement	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,58,00000009	000a000042d80000	000a000028000000	8664	Microsoft.Services.Store.Engagement	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,59,00000009	000a06aa296a0000	000a00003fab0000	8664	Microsoft.GetHelp	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,60,00000009	000600070d860000	000a00003fab0000	8664	Microsoft.Getstarted	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,61,00000009	000a465b34630000	000a0000428b0000	8664	Microsoft.ZuneMusic	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,62,C:\Program Files\WindowsApps\Microsoft.Messaging_3.37.23004.0_x64__8wekyb3d8bbwe\Application,2018-03-27 09:53:04,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,63,00000009	000306ae0be40000	000a00003f440000	8664	Microsoft.OneConnect	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,64,00000009	000a42e23f530000	000a0000428b0000	8664	Microsoft.ZuneVideo	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,65,C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_17.8830.7600.0_x64__8wekyb3d8bbwe\Application,2018-03-27 09:53:11,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,66,00000009	0011227e1db00000	000a000037b10000	8664	Microsoft.MicrosoftOfficeHub	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,67,00000009	0003002559dc0000	000a00003ad70000	8664	Microsoft.Messaging	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,68,C:\Windows\System32\wuapihost.exe,2017-09-29 13:41:30,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,69,00000009	000506af28ed0000	000a00003fac0000	8664	Microsoft.WindowsMaps	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,70,00000009	000a070a00010000	000a000028000000	8664	Microsoft.Advertising.Xaml	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,71,00000000	000a070a00010000	000a000028000000	8664	Microsoft.Advertising.Xaml	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,72,00000009	000400160cb60000	000a00003fab0000	8664	Microsoft.BingWeather	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,73,C:\Program Files\WindowsApps\Microsoft.Wallet_2.2.18047.0_x64__8wekyb3d8bbwe\Application,2018-03-27 09:52:00,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,74,00000009	0001000763bb0000	000a000027410000	8664	Microsoft.NET.Native.Framework.1.7	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,75,00000000	0001000763bb0000	000a000027410000	8664	Microsoft.NET.Native.Framework.1.7	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,76,00000000	0001000763bb0000	000a000027410000	8664	Microsoft.NET.Native.Runtime.1.7	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,77,00000009	0001000763bb0000	000a000027410000	8664	Microsoft.NET.Native.Runtime.1.7	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,78,C:\Program Files\WindowsApps\Microsoft.XboxGameOverlay_1.24.5001.0_x64__8wekyb3d8bbwe\Application,2018-03-27 09:51:54,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,79,00000000	000e000063520000	000a0000273a0000	8664	Microsoft.VCLibs.140.00	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,80,00000009	000e000063520000	000a0000273a0000	8664	Microsoft.VCLibs.140.00	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,81,00000009	00020002467f0000	000a00003fab0000	8664	Microsoft.Wallet	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,82,00000009	0001000b71490000	000a00003f730000	8664	Microsoft.Xbox.TCUI	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,83,00000009	0001001813890000	000a00003f520000	8664	Microsoft.XboxGameOverlay	8wekyb3d8bbwe	,,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,84,C:\Windows\system32\OpenWith.exe,2017-09-29 13:42:00,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,85,C:\Program Files\WindowsApps\Microsoft.Office.OneNote_17.8366.57611.0_x64__8wekyb3d8bbwe\Application,2018-03-27 12:12:21,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,86,C:\Windows\SysWOW64\wermgr.exe,2017-09-29 13:42:14,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,87,C:\Program Files (x86)\Microsoft Office\root\integration\OneDriveSetup.exe,2018-03-27 09:41:13,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,88,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe,2017-09-29 13:43:09,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,89,C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe,2017-09-29 13:43:17,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,90,C:\Program Files (x86)\Common Files\Microsoft Shared\Source Engine\OSE.EXE,2018-03-03 12:03:10,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,91,C:\Windows\SysWOW64\wevtutil.exe,2017-09-29 13:42:11,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,92,C:\Windows\System32\wevtutil.exe,2017-09-29 13:41:33,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,93,C:\Program Files (x86)\Microsoft Office\root\Office16\SETLANG.EXE,2018-03-27 09:37:35,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,94,C:\Program Files (x86)\Microsoft Office\root\Office16\OcPubMgr.exe,2018-03-27 09:39:37,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,95,C:\Program Files (x86)\Microsoft Office\root\Office16\msotd.exe,2018-03-27 09:38:05,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,96,C:\Program Files (x86)\Microsoft Office\root\Client\AppVLP.exe,2018-03-27 09:37:15,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,97,C:\Program Files (x86)\Microsoft Office\root\Office16\msoev.exe,2018-03-27 09:38:05,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,98,C:\Program Files (x86)\Microsoft Office\root\Office16\MSACCESS.EXE,2018-03-27 09:37:10,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,99,C:\Program Files (x86)\Microsoft Office\root\Office16\lync.exe,2018-03-27 09:36:57,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,100,C:\Program Files (x86)\Microsoft Office\root\Office16\EXCEL.EXE,2018-03-27 09:36:15,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,101,C:\Program Files (x86)\Microsoft Office\root\Office16\officebackgroundtaskhandler.exe,2018-03-27 09:40:42,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,102,C:\Windows\SysWOW64\schtasks.exe,2017-09-29 13:42:25,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,103,C:\Program Files (x86)\Microsoft Office\root\Office16\WINWORD.EXE,2018-03-27 09:36:17,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,104,C:\Program Files (x86)\Microsoft Office\root\Office16\POWERPNT.EXE,2018-03-27 09:36:35,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,105,C:\Program Files (x86)\Microsoft Office\root\Office16\MSPUB.EXE,2018-03-27 09:36:06,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,106,C:\Program Files (x86)\Microsoft Office\root\Office16\OUTLOOK.EXE,2018-03-27 09:38:27,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,107,C:\Program Files\Common Files\Microsoft Shared\ClickToRun\AppVShNotify.exe,2018-03-03 02:57:02,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,108,C:\Program Files (x86)\Microsoft Office\root\Office16\ONENOTE.EXE,2018-03-27 09:36:50,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,109,C:\Program Files (x86)\Microsoft Office\root\Office16\perfboost.exe,2018-03-27 09:36:09,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,110,C:\Windows\syswow64\MsiExec.exe,2017-09-29 13:42:18,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,111,C:\Program Files (x86)\Microsoft Office\root\integration\integrator.exe,2018-03-27 09:37:27,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,112,C:\Windows\system32\schtasks.exe,2017-09-29 13:42:25,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,113,C:\ProgramData\Microsoft\Windows Defender\platform\4.12.17007.18022-0\NisSrv.exe,2018-03-27 09:40:12,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,114,C:\ProgramData\Microsoft\Windows Defender\platform\4.12.17007.18022-0\MpCmdRun.exe,2018-03-27 09:40:12,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,115,C:\ProgramData\Microsoft\Windows Defender\platform\4.12.17007.18022-0\MsMpEng.exe,2018-03-27 09:40:12,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,116,C:\Windows\TEMP\{605A2280-1237-4AB3-9B33-3673E9E66D88}\MpSigStub.exe,2018-03-27 09:40:12,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,117,C:\Windows\SoftwareDistribution\Download\Install\UpdatePlatform.exe,2018-03-27 09:40:11,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,118,C:\Windows\SoftwareDistribution\Download\Install\NIS_Delta_Patch.exe,2018-03-27 09:27:54,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,119,C:\Windows\SoftwareDistribution\Download\Install\NIS_Base.exe,2018-03-27 09:27:53,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,120,C:\Windows\SoftwareDistribution\Download\Install\NIS_Engine.exe,2018-03-27 09:27:51,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,121,C:\Windows\SoftwareDistribution\Download\Install\AM_Delta.exe,2018-03-27 09:28:01,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,122,C:\Windows\SoftwareDistribution\Download\Install\AM_Base.exe,2018-03-27 09:28:35,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,123,C:\Windows\system32\MpSigStub.exe,2018-03-27 09:27:33,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,124,C:\Windows\SoftwareDistribution\Download\Install\AM_Engine.exe,2018-03-27 09:27:58,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,125,C:\Windows\SoftwareDistribution\Download\Install\MpSigStub.exe,2018-03-27 09:27:33,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,126,C:\Windows\system32\wbem\WmiApSrv.exe,2017-09-29 13:42:04,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,127,C:\Windows\system32\MRT-KB890830.exe,2018-03-27 09:38:12,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,128,C:\Windows\SoftwareDistribution\Download\Install\Windows-KB890830-x64-V5.58.exe,2018-03-27 09:28:05,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,129,C:\Windows\system32\AppHostRegistrationVerifier.exe,2017-09-29 13:41:25,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,130,C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.16299.251_none_16dd4c82321e5ccc\TiWorker.exe,2018-02-22 00:29:24,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,131,C:\Windows\system32\RDSPnf.exe,2017-09-29 13:42:03,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
1,132,C:\Program Files\WindowsApps\Microsoft.BingWeather_4.21.2492.0_x64__8wekyb3d8bbwe\Application,2018-03-27 12:12:09,NA,False,M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM
