Id,Timestamp,ExeInfo,ExeInfoDescription,ExeTimestamp,SidType,Sid,UserName,UserId,AppId,BackgroundBytesRead,BackgroundBytesWritten,BackgroundContextSwitches,BackgroundCycleTime,BackgroundNumberOfFlushes,BackgroundNumReadOperations,BackgroundNumWriteOperations,FaceTime,ForegroundBytesRead,ForegroundBytesWritten,ForegroundContextSwitches,ForegroundCycleTime,ForegroundNumberOfFlushes,ForegroundNumReadOperations,ForegroundNumWriteOperations
404,2016-06-21 00:00:00,System,,,LocalSystem,S-1-5-18,systemprofile,4,5,0,0,0,0,0,0,0,6815630000,43707904,201259520,526115,48691721149,87,249,2707
405,2016-06-21 00:00:00,\Device\HarddiskVolume2\Windows\System32\smss.exe,,,LocalSystem,S-1-5-18,systemprofile,4,86,0,0,0,0,0,0,0,6815630000,0,0,1,209151,0,0,0
406,2016-06-21 00:00:00,\Device\HarddiskVolume2\Windows\System32\csrss.exe,,,LocalSystem,S-1-5-18,systemprofile,4,87,0,0,0,0,0,0,0,13631260000,1676288,0,116141,8170010105,0,46,0
407,2016-06-21 00:00:00,\Device\HarddiskVolume2\Windows\System32\wininit.exe,,,LocalSystem,S-1-5-18,systemprofile,4,88,0,0,0,0,0,0,0,6815630000,0,0,15,3279774,0,0,0
408,2016-06-21 00:00:00,\Device\HarddiskVolume2\Windows\System32\winlogon.exe,,,LocalSystem,S-1-5-18,systemprofile,4,89,0,0,0,0,0,0,0,6815630000,117248,0,247,77075727,0,7,0
409,2016-06-21 00:00:00,\Device\HarddiskVolume2\Windows\System32\services.exe,,,LocalSystem,S-1-5-18,systemprofile,4,90,0,0,0,0,0,0,0,6815630000,866816,0,5703,509649755,0,30,0
410,2016-06-21 00:00:00,\Device\HarddiskVolume2\Windows\System32\lsass.exe,,,LocalSystem,S-1-5-18,systemprofile,4,91,0,0,0,0,0,0,0,6815630000,1486336,77824,48911,4476589876,5,60,11
411,2016-06-21 00:00:00,\Device\HarddiskVolume2\Windows\System32\svchost.exe [DcomLaunch],,,LocalSystem,S-1-5-18,systemprofile,4,92,0,0,0,0,0,0,0,6815630000,334336,4096,48067,1053720277,0,30,1
412,2016-06-21 00:00:00,\Device\HarddiskVolume2\Windows\System32\LogonUI.exe,,,LocalSystem,S-1-5-18,systemprofile,4,150,0,0,0,0,0,0,0,215160000,3093504,0,481,324130449,0,126,0
413,2016-06-21 00:00:00,\Device\HarddiskVolume2\Windows\System32\VBoxService.exe,,,LocalSystem,S-1-5-18,systemprofile,4,231,0,0,0,0,0,0,0,6815630000,0,0,5312,1246122704,0,0,0
414,2016-06-21 00:00:00,\Device\HarddiskVolume2\Windows\System32\svchost.exe [netsvcs],,,LocalSystem,S-1-5-18,systemprofile,4,95,0,0,0,0,0,0,0,6815630000,161290240,78857216,115703,28572502459,46,6225,971
415,2016-06-21 00:00:00,\Device\HarddiskVolume2\Windows\System32\svchost.exe [LocalSystemNetworkRestricted],,,LocalSystem,S-1-5-18,systemprofile,4,96,0,0,0,0,0,0,0,6815630000,254593536,7561216,28497,42894617747,0,8285,431
416,2016-06-21 00:00:00,\Device\HarddiskVolume2\Windows\System32\spoolsv.exe,,,LocalSystem,S-1-5-18,systemprofile,4,97,0,0,0,0,0,0,0,6815630000,2464256,0,527,285891823,0,179,0
417,2016-06-21 00:00:00,\Device\HarddiskVolume2\Program Files (x86)\Common Files\Adobe\ARM\1.0\armsvc.exe,,,LocalSystem,S-1-5-18,systemprofile,4,203,0,0,0,0,0,0,0,6815630000,4096,0,13,4456232,0,1,0
418,2016-06-21 00:00:00,\Device\HarddiskVolume2\Program Files\Intel\BCA\pabeSvc64.exe,,,LocalSystem,S-1-5-18,systemprofile,4,208,0,0,0,0,0,0,0,6815630000,110592,0,66,23510795,0,8,0
419,2016-06-21 00:00:00,\Device\HarddiskVolume2\Program Files (x86)\Skype\Updater\Updater.exe,,,LocalSystem,S-1-5-18,systemprofile,4,164,0,0,0,0,0,0,0,815160000,230912,0,138,25828925,0,8,0
420,2016-06-21 00:00:00,\Device\HarddiskVolume2\Program Files\TrueKey\McAfee.TrueKey.Service.exe,,,LocalSystem,S-1-5-18,systemprofile,4,210,0,0,0,0,0,0,0,6815630000,34601472,466944,3773,5315349993,72,1605,114
421,2016-06-21 00:00:00,\Device\HarddiskVolume2\Program Files\TrueKey\McAfee.TrueKey.ServiceHelper.exe,,,LocalSystem,S-1-5-18,systemprofile,4,209,0,0,0,0,0,0,0,6815630000,0,0,25,3666987,0,0,0
422,2016-06-21 00:00:00,\Device\HarddiskVolume2\Program Files\Windows Defender\MsMpEng.exe,,,LocalSystem,S-1-5-18,systemprofile,4,98,0,0,0,0,0,0,0,6815630000,550789120,425984,91448,203439750360,0,6524,102
423,2016-06-21 00:00:00,\Device\HarddiskVolume2\Windows\System32\dllhost.exe,,,LocalSystem,S-1-5-18,systemprofile,4,153,0,0,0,0,0,0,0,8015630000,643072,0,290,134341621,0,28,0
424,2016-06-21 00:00:00,System Interrupts,,,LocalSystem,S-1-5-18,systemprofile,4,28,0,0,0,0,0,0,0,6815630000,0,0,0,65050605684,0,0,0
425,2016-06-21 00:00:00,\Device\HarddiskVolume2\Windows\System32\taskeng.exe,,,LocalSystem,S-1-5-18,systemprofile,4,155,0,0,0,0,0,0,0,3600000000,394752,0,111,58840575,0,26,0
426,2016-06-21 00:00:00,\Device\HarddiskVolume2\Program Files (x86)\Google\Update\GoogleUpdate.exe,,,LocalSystem,S-1-5-18,systemprofile,4,154,0,0,0,0,0,0,0,1200000000,3766272,8192,453,325042633,0,269,2
427,2016-06-21 00:00:00,\Device\HarddiskVolume2\Windows\System32\SearchIndexer.exe,,,LocalSystem,S-1-5-18,systemprofile,4,101,0,0,0,0,0,0,0,6600470000,9552896,798720,30255,4142647433,0,418,160
428,2016-06-21 00:00:00,\Device\HarddiskVolume2\Windows\System32\SearchProtocolHost.exe,,,LocalSystem,S-1-5-18,systemprofile,4,146,0,0,0,0,0,0,0,5400470000,2053120,8192,1949,481072433,0,51,2
429,2016-06-21 00:00:00,\Device\HarddiskVolume2\Windows\System32\SearchFilterHost.exe,,,LocalSystem,S-1-5-18,systemprofile,4,147,0,0,0,0,0,0,0,5400470000,3568128,0,1311,273997668,0,123,0
430,2016-06-21 00:00:00,\Device\HarddiskVolume2\Windows\System32\wbem\WmiPrvSE.exe,,,LocalSystem,S-1-5-18,systemprofile,4,139,0,0,0,0,0,0,0,4800000000,439808,0,1981,149470671,0,22,0
431,2016-06-21 00:00:00,\Device\HarddiskVolume2\Program Files (x86)\Google\Update\1.3.30.3\GoogleCrashHandler64.exe,,,LocalSystem,S-1-5-18,systemprofile,4,232,0,0,0,0,0,0,0,600000000,191488,0,28,33369411,0,10,0
432,2016-06-21 00:00:00,\Device\HarddiskVolume2\Program Files\TrueKey\McTkSchedulerService.exe,,,LocalSystem,S-1-5-18,systemprofile,4,211,0,0,0,0,0,0,0,6000470000,205312,0,163,450468557,0,8,0
433,2016-06-21 00:00:00,\Device\HarddiskVolume2\Windows\System32\svchost.exe [wsappx],,,LocalSystem,S-1-5-18,systemprofile,4,100,0,0,0,0,0,0,0,3000000000,4374528,159744,224,135676980,2,97,12
434,2016-06-21 00:00:00,\Device\HarddiskVolume2\Windows\System32\wbem\WMIADAP.exe,,,LocalSystem,S-1-5-18,systemprofile,4,148,0,0,0,0,0,0,0,600000000,375808,53248,1341,165695399,0,17,13
