Version,BatchKeyPath,KeyName,BatchValueName,Path,CreatedOn,LastStart,LastStop,TaskState,LastActionResult,Source,Description,Author
3,,{006E650B-C0F4-4DA5-ADB8-C4BD9A2F842B},,\Microsoft\Windows\Shell\FamilySafetyMonitor,2013-08-22 14:45:55.7144529,,,0,0,"$(@%SystemRoot%\System32\wpcmon.exe,-32013)","$(@%SystemRoot%\System32\wpcmon.exe,-32015)","$(@%SystemRoot%\System32\wpcmon.exe,-32014)"
3,,{01693D02-1027-498C-94DB-F7E1C3E2F6A3},,\Microsoft\Windows\NetTrace\GatherNetworkInfo,2013-08-22 14:45:55.8707064,,,0,0,"$(@%SystemRoot%\system32\nettrace.dll,-6910)","$(@%SystemRoot%\system32\nettrace.dll,-6912)","$(@%SystemRoot%\system32\nettrace.dll,-6911)"
3,,{02517402-1B76-4F24-8DAB-D65BE59386E9},,\Microsoft\Windows\WindowsUpdate\AUScheduledInstall,2013-08-22 14:45:55.8863298,,,0,0,Microsoft Corporation.,Initiates scheduled install of updates on the machine.,Microsoft Corporation.
3,,{035792A1-D4EF-4A78-BF9A-AA9628C281A3},,\Microsoft\Windows\Setup\SetupCleanupTask,2013-08-21 14:45:55.9019517,,,0,0,,"$(@%systemRoot%\System32\oobe\SetupCleanupTask.Dll,-102)",
3,,{044C0ECB-D77C-4D85-A7C5-01275585901D},,\Microsoft\Windows\Autochk\Proxy,2013-08-22 14:45:54.2144487,,,0,0,"$(@%systemroot%\system32\acproxy.dll,-100)","$(@%systemroot%\system32\acproxy.dll,-102)","$(@%systemroot%\system32\acproxy.dll,-101)"
3,,{05293577-D647-4185-B859-C94839A0B2E3},,\Microsoft\Windows\SettingSync\NetworkStateChangeTask,2013-08-22 14:45:55.9175754,,,0,0,,,
3,,{059A0550-AE8E-469C-8E14-5B334FE84E8B},,\Adobe Acrobat Update Task,2016-06-21 00:03:09.2438538,,,0,0,,This task keeps your Adobe Reader and Acrobat applications up to date with the latest enhancements and security fixes,Adobe Systems Incorporated
3,,{0B545118-B563-42FC-8D07-B78F602FCF34},,\Microsoft\Windows\WS\WSRefreshBannedAppsListTask,2013-08-22 14:45:55.9332038,,,0,0,"$(@%SystemRoot%\WinStore\WinStoreUI.dll,-601)","$(@%SystemRoot%\WinStore\WinStoreUI.dll,-604)","$(@%SystemRoot%\WinStore\WinStoreUI.dll,-600)"
3,,{0C6409F4-9174-415C-84AC-38611941847B},,\Microsoft\Windows\Shell\CreateObjectTask,2013-08-22 14:45:55.9332038,,,0,0,"$(@%SystemRoot%\system32\shell32.dll,-14349)","$(@%SystemRoot%\system32\shell32.dll,-14350)","$(@%SystemRoot%\system32\shell32.dll,-14349)"
3,,{0CDA7F67-716F-4559-B04D-B637BE0C0E28},,\Microsoft\Windows\Application Experience\ProgramDataUpdater,2013-08-22 14:45:55.9644504,,,0,0,"$(@%SystemRoot%\system32\aepdu.dll,-701)","$(@%SystemRoot%\system32\aepdu.dll,-702)","$(@%SystemRoot%\system32\aepdu.dll,-701)"
3,,{0D21BBCE-5FF6-4613-B62C-48148CA6EAA1},,\Microsoft\Windows\RAC\RacTask,2013-08-22 14:45:54.2457000,,,0,0,"$(@%SystemRoot%\system32\RacEngn.dll,-501)","$(@%SystemRoot%\system32\RacEngn.dll,-502)","$(@%SystemRoot%\system32\RacEngn.dll,-501)"
3,,{0D8A891D-890C-4808-84D8-2F436AB14653},,\Microsoft\Windows\Application Experience\AitAgent,2013-08-22 14:45:55.9644504,,,0,0,"$(@%SystemRoot%\system32\aitagent.exe,-701)","$(@%SystemRoot%\system32\aitagent.exe,-702)","$(@%SystemRoot%\system32\aitagent.exe,-701)"
3,,{1274336E-AB06-46B6-A48C-0671C5557CC6},,\Microsoft\Windows\TaskScheduler\Maintenance Configurator,2013-08-22 14:45:56.0900097,,,0,0,"$(@%SystemRoot%\System32\msched.dll,-601)","$(@%SystemRoot%\System32\msched.dll,-603)","$(@%SystemRoot%\System32\msched.dll,-600)"
3,,{1687544D-7247-4F5A-965A-A6E920E55278},,\Microsoft\Windows\TaskScheduler\Manual Maintenance,2013-08-22 14:45:56.0900097,,,0,0,"$(@%SystemRoot%\System32\msched.dll,-601)","$(@%SystemRoot%\System32\msched.dll,-602)","$(@%SystemRoot%\System32\msched.dll,-600)"
3,,{18D711AF-D919-4DDB-883F-488C7F44C5D6},,\Microsoft\Windows\WindowsUpdate\AUFirmwareInstall,2013-08-22 14:45:56.1050757,,,0,0,"$(@%SystemRoot%\System32\wuaueng.dll,-112)","$(@%SystemRoot%\System32\wuaueng.dll,-200)","$(@%SystemRoot%\System32\wuaueng.dll,-112)"
3,,{19D90A12-C1F0-4F3D-8200-5FC32A8543E1},,\Microsoft\Office\Office 15 Subscription Heartbeat,2016-06-20 23:59:59.0230924,2016-06-21 10:51:01.2052570,,0,0,,Task used to ensure that the Microsoft Office Subscription licensing is current.,Microsoft Office
3,,{1A4230A2-E136-4936-9B22-DDF624BB8332},,\Microsoft\Windows\IME\SQM data sender,2013-08-16 14:45:55.3395578,,,0,0,,,
3,,{1A65E0DE-77EF-4608-A58B-7D4753BA0398},,\Microsoft\Windows\User Profile Service\HiveUploadTask,2013-08-22 14:45:56.1050757,,,0,0,"$(@%SystemRoot%\system32\profsvc,-500)","$(@%SystemRoot%\system32\profsvc,-501)","$(@%SystemRoot%\system32\profsvc,-500)"
3,,{1EFFB9C8-B178-41D3-906D-D567219D1B46},,\Microsoft\Windows\Multimedia\SystemSoundsService,2013-08-22 14:45:55.3550791,,,0,0,"$(@%systemRoot%\System32\PlaySndSrv.Dll,-106)","$(@%systemRoot%\System32\PlaySndSrv.Dll,-105)",
3,,{2085BF56-520D-4951-B7C0-DF34AF90CC6A},,\Microsoft\Windows\Sysmain\WsSwapAssessmentTask,2013-08-22 14:45:56.1207062,,,0,0,,"$(@%systemRoot%\System32\sysmain.dll,-3001)","$(@%systemRoot%\System32\sysmain.dll,-3000)"
3,,{221203AC-EBF6-499E-817E-E0EFB5EAB1BF},,\Microsoft\Windows\WS\WSTask,2013-08-22 14:45:56.1207062,,,0,0,"$(@%SystemRoot%\system32\wsservice.dll,-122)","$(@%SystemRoot%\system32\wsservice.dll,-121)","$(@%SystemRoot%\system32\wsservice.dll,-120)"
3,,{2BAA7E3E-432B-4794-A2B1-B7F2CE73DDEF},,\Microsoft\Windows\Shell\FamilySafetyRefresh,2013-08-09 14:45:56.1207062,,,0,0,"$(@%SystemRoot%\System32\WpcWebSync.dll,-32010)","$(@%SystemRoot%\System32\WpcWebSync.dll,-32012)","$(@%SystemRoot%\System32\WpcWebSync.dll,-32011)"
3,,{2BC666B2-C77B-492D-A698-30536C6C4D42},,\Microsoft\Windows\Customer Experience Improvement Program\Consolidator,2013-08-22 14:45:56.1363253,,,0,0,"$(@%systemRoot%\system32\wsqmcons.exe,-106)","$(@%systemRoot%\system32\wsqmcons.exe,-107)",Microsoft Corporation
3,,{2C9C0C6C-2A74-46F2-858A-4389D253EAD0},,\Microsoft\Windows\Sysmain\HybridDriveCachePrepopulate,2013-08-22 14:45:56.1363253,,,0,0,,"$(@%systemRoot%\System32\sysmain.dll,-3003)","$(@%systemRoot%\System32\sysmain.dll,-3000)"
3,,{2D95D35A-54AC-40CE-B246-F4AB6D2A6CD8},,\Microsoft\Windows\Device Setup\Metadata Refresh,2013-08-16 14:45:56.1519494,,,0,0,Device Metadata Refresh Task,Performs a device metadata refresh on a periodic basis,Microsoft Corporation
3,,{329D0FF6-145E-4A45-9CBD-CBE6BB2FC8D8},,\Microsoft\Windows\PI\Sqm-Tasks,2013-08-07 14:45:56.1675754,,,0,0,"$(@%SystemRoot%\system32\TpmTasks.dll,-601)","$(@%SystemRoot%\system32\TpmTasks.dll,-603)","$(@%SystemRoot%\system32\TpmTasks.dll,-600)"
3,,{34946D56-A8FF-4198-BD85-43FA91981A0F},,\Microsoft\Windows\MemoryDiagnostic\ProcessMemoryDiagnosticEvents,2013-08-22 14:45:56.1675754,,,0,0,"$(@%SystemRoot%\system32\MemoryDiagnostic.dll,-601)","$(@%SystemRoot%\system32\MemoryDiagnostic.dll,-603)","$(@%SystemRoot%\system32\MemoryDiagnostic.dll,-600)"
3,,{352E6CA0-7314-4DF4-89C4-682368D80D57},,\Microsoft\Windows\Workplace Join\Automatic-Workplace-Join,2013-08-22 14:45:55.4957002,,,0,0,,"$(@%SystemRoot%\system32\AutoWorkplaceN.dll,-101)",
3,,{358EE060-BD59-4F93-9741-A57AE6887DC0},,\Microsoft\Windows\SoftwareProtectionPlatform\SvcRestartTaskLogon,2013-08-22 14:45:55.4957002,,,0,0,"$(@%systemroot%\system32\sppc.dll,-200)","$(@%systemroot%\system32\sppc.dll,-202)","$(@%systemroot%\system32\sppc.dll,-200)"
3,,{3B6D8A73-F20B-4C93-B8FB-56A154F172D2},,\Microsoft\Windows\Time Zone\SynchronizeTimeZone,2013-08-18 14:45:56.1988252,,,0,0,,"$(@%SystemRoot%\system32\tzsyncres.dll,-102)","$(@%SystemRoot%\system32\tzsyncres.dll,-101)"
3,,{4050682D-CFF4-4328-AB76-5981531C3372},,\User_Feed_Synchronization-{4AAFB9AE-B942-4862-A371-F9B3201EFF6F},2016-06-21 08:38:52.6414574,,,0,0,,Updates out-of-date system feeds.,4orensics\Hunter
3,,{45561755-0BB2-49DF-9B3C-3F0CEB4AB61E},,\Microsoft\Windows\WS\Badge Update,2013-08-22 14:45:56.1988252,,,0,0,"$(@%SystemRoot%\WinStore\WinStoreUI.dll,-601)","$(@%SystemRoot%\WinStore\WinStoreUI.dll,-602)","$(@%SystemRoot%\WinStore\WinStoreUI.dll,-600)"
3,,{47BFE674-5DFA-4395-B88C-47D28D6E5597},,\Microsoft\Windows\Maintenance\WinSAT,2013-08-20 14:45:56.2144520,,,0,0,"$(@%systemroot%\system32\winsatapi.dll,-113)","$(@%systemroot%\system32\winsatapi.dll,-114)","$(@%systemroot%\system32\winsatapi.dll,-112)"
3,,{49754026-21E1-41FC-94FD-727AFE414FE7},,\Microsoft\Windows\Sysmain\HybridDriveCacheRebalance,2013-08-22 14:45:56.2300757,,,0,0,,"$(@%systemRoot%\System32\sysmain.dll,-3002)","$(@%systemRoot%\System32\sysmain.dll,-3000)"
3,,{55E46F05-2A1C-4F8F-8254-26482B40C290},,\Microsoft\Windows\Plug and Play\Device Install Reboot Required,2013-08-22 14:45:56.2925775,,,0,0,,"$(@%SystemRoot%\system32\pnpui.dll,-602)","$(@%SystemRoot%\system32\pnpui.dll,-600)"
