Id,Timestamp,ExeInfo,ExeInfoDescription,ExeTimestamp,SidType,Sid,UserName,UserId,AppId,EndTime,DurationMs
1,2018-04-25 20:00:00,svchost.exe,,12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,3,2018-04-25 20:00:00.0115746,46452
2,2018-04-25 20:00:00,svchost.exe,[netsvcs] [gpsvc],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,5,2018-04-25 20:00:00.0115746,46578
3,2018-04-25 20:00:00,svchost.exe,[networkservice] [CryptSvc],12/12/2056 08:28:34 +00:00,NetworkService,S-1-5-20,NetworkService,7,6,2018-04-25 20:00:00.0115746,46578
4,2018-04-25 20:00:00,svchost.exe,[LocalServiceNetworkRestricted],12/12/2056 08:28:34 +00:00,LocalService,S-1-5-19,LocalService,9,8,2018-04-25 20:00:00.0115746,46578
5,2018-04-25 20:00:00,svchost.exe,[netsvcs] [LanmanServer],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,10,2018-04-25 20:00:00.0115746,46578
6,2018-04-25 20:00:00,svchost.exe,[localservice] [WdiServiceHost],12/12/2056 08:28:34 +00:00,LocalService,S-1-5-19,LocalService,9,11,2018-04-25 20:00:00.0115746,46578
7,2018-04-25 20:00:00,svchost.exe,[localsystemnetworkrestricted] [WPDBusEnum],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,12,2018-04-25 20:00:00.0115746,46578
8,2018-04-25 20:00:00,fontdrvhost.exe,,07/23/2033 04:51:16 +00:00,UnknownOrUserSid,S-1-5-96-0-1,,14,13,2018-04-25 20:00:00.0115746,46578
9,2018-04-25 20:00:00,svchost.exe,[localservice] [nsi],12/12/2056 08:28:34 +00:00,LocalService,S-1-5-19,LocalService,9,15,2018-04-25 20:00:00.0115746,46578
10,2018-04-25 20:00:00,svchost.exe,[utcsvc],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,16,2018-04-25 20:00:00.0115746,46578
11,2018-04-25 20:00:00,System,,01/01/1970 00:00:00 +00:00,UnknownOrUserSid,,,2,17,2018-04-25 20:00:00.0115746,46578
12,2018-04-25 20:00:00,SecurityHealthService.exe,,02/21/2099 10:42:51 +00:00,LocalSystem,S-1-5-18,systemprofile,4,18,2018-04-25 20:00:00.0115746,46452
13,2018-04-25 20:00:00,svchost.exe,[netsvcs] [WpnService],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,19,2018-04-25 20:00:00.0115746,46578
14,2018-04-25 20:00:00,svchost.exe,[localservicenetworkrestricted] [WinHttpAutoProxySvc],12/12/2056 08:28:34 +00:00,LocalService,S-1-5-19,LocalService,9,20,2018-04-25 20:00:00.0115746,46578
15,2018-04-25 20:00:00,windeploy.exe,,10/10/2052 22:30:41 +00:00,LocalSystem,S-1-5-18,systemprofile,4,21,2018-04-25 20:00:00.0115746,46578
16,2018-04-25 20:00:00,svchost.exe,[localsystemnetworkrestricted] [AudioEndpointBuilder],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,22,2018-04-25 20:00:00.0115746,46578
17,2018-04-25 20:00:00,svchost.exe,[netsvcs] [SENS],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,23,2018-04-25 20:00:00.0115746,46578
18,2018-04-25 20:00:00,svchost.exe,[netsvcs] [Schedule],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,24,2018-04-25 20:00:00.0115746,46578
19,2018-04-25 20:00:00,mpengine.exe,,01/02/2018 11:15:43 +00:00,LocalSystem,S-1-5-18,systemprofile,4,25,2018-04-25 20:00:00.0115746,46452
20,2018-04-25 20:00:00,svchost.exe,[localsystemnetworkrestricted] [NcbService],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,26,2018-04-25 20:00:00.0115746,46578
21,2018-04-25 20:00:00,svchost.exe,[dcomlaunch] [DeviceInstall],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,27,2018-04-25 20:00:00.0115746,46452
22,2018-04-25 20:00:00,svchost.exe,[localservicenetworkrestricted] [Dhcp],12/12/2056 08:28:34 +00:00,LocalService,S-1-5-19,LocalService,9,28,2018-04-25 20:00:00.0115746,46578
23,2018-04-25 20:00:00,Setup.exe,,09/29/2035 05:31:12 +00:00,LocalSystem,S-1-5-18,systemprofile,4,29,2018-04-25 20:00:00.0115746,46578
24,2018-04-25 20:00:00,svchost.exe,[netsvcs] [Winmgmt],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,30,2018-04-25 20:00:00.0115746,46578
25,2018-04-25 20:00:00,svchost.exe,[rpcss],12/12/2056 08:28:34 +00:00,NetworkService,S-1-5-20,NetworkService,7,31,2018-04-25 20:00:00.0115746,46578
26,2018-04-25 20:00:00,svchost.exe,[localservice] [EventSystem],12/12/2056 08:28:34 +00:00,LocalService,S-1-5-19,LocalService,9,32,2018-04-25 20:00:00.0115746,46578
27,2018-04-25 20:00:00,svchost.exe,,12/12/2056 08:28:34 +00:00,LocalService,S-1-5-19,LocalService,9,3,2018-04-25 20:00:00.0115746,46452
28,2018-04-25 20:00:00,svchost.exe,[localsystemnetworkrestricted] [TrkWks],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,33,2018-04-25 20:00:00.0115746,46578
29,2018-04-25 20:00:00,lsass.exe,,03/28/2033 14:04:14 +00:00,LocalSystem,S-1-5-18,systemprofile,4,34,2018-04-25 20:00:00.0115746,46578
30,2018-04-25 20:00:00,MsMpEng.exe,,01/23/2103 20:36:23 +00:00,LocalSystem,S-1-5-18,systemprofile,4,35,2018-04-25 20:00:00.0115746,46578
31,2018-04-25 20:00:00,wininit.exe,,07/23/1983 04:53:19 +00:00,LocalSystem,S-1-5-18,systemprofile,4,36,2018-04-25 20:00:00.0115746,46452
32,2018-04-25 20:00:00,dwm.exe,,04/21/2100 03:35:51 +00:00,UnknownOrUserSid,S-1-5-90-0-1,,38,37,2018-04-25 20:00:00.0115746,46578
33,2018-04-25 20:00:00,services.exe,,06/03/2077 02:54:08 +00:00,LocalSystem,S-1-5-18,systemprofile,4,39,2018-04-25 20:00:00.0115746,46578
34,2018-04-25 20:00:00,svchost.exe,[networkservice] [Dnscache],12/12/2056 08:28:34 +00:00,NetworkService,S-1-5-20,NetworkService,7,40,2018-04-25 20:00:00.0115746,46578
35,2018-04-25 20:00:00,svchost.exe,[localsystemnetworkrestricted] [SysMain],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,41,2018-04-25 20:00:00.0115746,46578
36,2018-04-25 20:00:00,MpCmdRun.exe,,04/08/1994 12:51:47 +00:00,NetworkService,S-1-5-20,NetworkService,7,42,2018-04-25 20:00:00.0115746,46452
37,2018-04-25 20:00:00,svchost.exe,[localservice] [FontCache],12/12/2056 08:28:34 +00:00,LocalService,S-1-5-19,LocalService,9,43,2018-04-25 20:00:00.0115746,46578
38,2018-04-25 20:00:00,svchost.exe,[appmodel] [StateRepository],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,44,2018-04-25 20:00:00.0115746,46452
39,2018-04-25 20:00:00,svchost.exe,[DcomLaunch],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,45,2018-04-25 20:00:00.0115746,46578
40,2018-04-25 20:00:00,svchost.exe,[netsvcs] [ShellHWDetection],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,46,2018-04-25 20:00:00.0115746,46578
41,2018-04-25 20:00:00,secinit.exe,,07/19/2024 23:47:39 +00:00,LocalSystem,S-1-5-18,systemprofile,4,47,2018-04-25 19:59:13.5591771,126
42,2018-04-25 20:00:00,csrss.exe,,03/02/2100 06:33:42 +00:00,LocalSystem,S-1-5-18,systemprofile,4,48,2018-04-25 20:00:00.0115746,46578
43,2018-04-25 20:00:00,svchost.exe,[netsvcs] [UserManager],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,49,2018-04-25 20:00:00.0115746,46578
44,2018-04-25 20:00:00,svchost.exe,[localservicenetworkrestricted] [EventLog],12/12/2056 08:28:34 +00:00,LocalService,S-1-5-19,LocalService,9,50,2018-04-25 20:00:00.0115746,46578
45,2018-04-25 20:00:00,svchost.exe,[localservicenonetwork] [DPS],12/12/2056 08:28:34 +00:00,LocalService,S-1-5-19,LocalService,9,51,2018-04-25 20:00:00.0115746,46578
46,2018-04-25 20:00:00,svchost.exe,[networkservice] [LanmanWorkstation],12/12/2056 08:28:34 +00:00,NetworkService,S-1-5-20,NetworkService,7,52,2018-04-25 20:00:00.0115746,46578
47,2018-04-25 20:00:00,svchost.exe,[dcomlaunch] [PlugPlay],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,53,2018-04-25 20:00:00.0115746,46452
48,2018-04-25 20:00:00,svchost.exe,[networkservice] [NlaSvc],12/12/2056 08:28:34 +00:00,NetworkService,S-1-5-20,NetworkService,7,54,2018-04-25 20:00:00.0115746,46578
49,2018-04-25 20:00:00,svchost.exe,[netsvcs] [DsmSvc],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,55,2018-04-25 20:00:00.0115746,46578
50,2018-04-25 20:00:00,svchost.exe,[netsvcs] [Themes],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,56,2018-04-25 20:00:00.0115746,46578
51,2018-04-25 20:00:00,TrustedInstaller.exe,,05/16/2044 12:38:33 +00:00,LocalSystem,S-1-5-18,systemprofile,4,57,2018-04-25 20:00:00.0115746,46452
52,2018-04-25 20:00:00,svchost.exe,[localservicenetworkrestricted] [TimeBrokerSvc],12/12/2056 08:28:34 +00:00,LocalService,S-1-5-19,LocalService,9,58,2018-04-25 20:00:00.0115746,46578
53,2018-04-25 20:00:00,IsrDpc,,01/01/1970 00:00:00 +00:00,UnknownOrUserSid,,,2,59,2018-04-25 20:00:00.0115746,46578
54,2018-04-25 20:00:00,svchost.exe,[netsvcs] [ProfSvc],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,60,2018-04-25 20:00:00.0115746,46578
55,2018-04-25 20:00:00,svchost.exe,[dcomlaunch] [LSM],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,61,2018-04-25 20:00:00.0115746,46452
56,2018-04-25 20:00:00,svchost.exe,[localsystemnetworkrestricted] [WdiSystemHost],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,62,2018-04-25 20:00:00.0115746,46578
57,2018-04-25 20:00:00,svchost.exe,[wsappx] [AppXSvc],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,63,2018-04-25 20:00:00.0115746,46452
58,2018-04-25 20:00:00,winlogon.exe,,09/18/2054 10:06:16 +00:00,LocalSystem,S-1-5-18,systemprofile,4,64,2018-04-25 20:00:00.0115746,46578
59,2018-04-25 20:00:00,fontdrvhost.exe,,07/23/2033 04:51:16 +00:00,UnknownOrUserSid,S-1-5-96-0-0,,65,13,2018-04-25 20:00:00.0115746,46452
60,2018-04-25 20:00:00,svchost.exe,[localservicenetworkrestricted] [lmhosts],12/12/2056 08:28:34 +00:00,LocalService,S-1-5-19,LocalService,9,66,2018-04-25 20:00:00.0115746,46452
61,2018-04-25 20:00:00,wlms.exe,,11/21/2076 01:42:33 +00:00,LocalSystem,S-1-5-18,systemprofile,4,67,2018-04-25 20:00:00.0115746,46452
62,2018-04-25 20:00:00,svchost.exe,,12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,3,2018-04-25 20:00:00.0115746,46452
63,2018-04-25 20:00:00,svchost.exe,[LocalServiceNoNetwork],12/12/2056 08:28:34 +00:00,LocalService,S-1-5-19,LocalService,9,68,2018-04-25 20:00:00.0115746,46452
64,2018-04-25 20:00:00,MpCmdRun.exe,,04/08/1994 12:51:47 +00:00,LocalSystem,S-1-5-18,systemprofile,4,42,2018-04-25 20:00:00.0115746,46452
65,2018-04-25 20:00:00,sppsvc.exe,,10/16/2022 23:14:09 +00:00,NetworkService,S-1-5-20,NetworkService,7,69,2018-04-25 20:00:00.0115746,46452
66,2018-04-25 20:00:00,drvinst.exe,,06/26/1979 03:05:24 +00:00,LocalSystem,S-1-5-18,systemprofile,4,70,2018-04-25 20:00:00.0115746,46452
67,2018-04-25 20:00:00,svchost.exe,[netsvcs] [NetSetupSvc],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,71,2018-04-25 20:00:00.0115746,46452
68,2018-04-25 20:00:00,conhost.exe,,11/30/2085 02:53:37 +00:00,LocalSystem,S-1-5-18,systemprofile,4,72,2018-04-25 20:00:00.0115746,46452
69,2018-04-25 20:00:00,svchost.exe,[localsystemnetworkrestricted] [PcaSvc],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,73,2018-04-25 20:00:00.0115746,46452
70,2018-04-25 20:01:00,svchost.exe,[localsystemnetworkrestricted] [WdiSystemHost],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,62,2018-04-25 20:00:59.9902706,16154
71,2018-04-25 20:01:00,svchost.exe,[LocalServiceNetworkRestricted],12/12/2056 08:28:34 +00:00,LocalService,S-1-5-19,LocalService,9,8,2018-04-25 20:00:59.9902706,16154
72,2018-04-25 20:01:00,svchost.exe,[networkservice] [LanmanWorkstation],12/12/2056 08:28:34 +00:00,NetworkService,S-1-5-20,NetworkService,7,52,2018-04-25 20:00:59.9902706,16154
73,2018-04-25 20:01:00,svchost.exe,[localsystemnetworkrestricted] [TrkWks],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,33,2018-04-25 20:00:59.9902706,16154
74,2018-04-25 20:01:00,svchost.exe,[localservicenetworkrestricted] [WinHttpAutoProxySvc],12/12/2056 08:28:34 +00:00,LocalService,S-1-5-19,LocalService,9,20,2018-04-25 20:00:59.9902706,16154
75,2018-04-25 20:01:00,svchost.exe,[networkservice] [DoSvc],12/12/2056 08:28:34 +00:00,NetworkService,S-1-5-20,NetworkService,7,172,2018-04-25 20:00:59.9902706,15575
76,2018-04-25 20:01:00,svchost.exe,[localservice] [WdiServiceHost],12/12/2056 08:28:34 +00:00,LocalService,S-1-5-19,LocalService,9,11,2018-04-25 20:00:59.9902706,16154
77,2018-04-25 20:01:00,svchost.exe,[netsvcs] [ShellHWDetection],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,46,2018-04-25 20:00:59.9902706,16154
78,2018-04-25 20:01:00,System,,01/01/1970 00:00:00 +00:00,UnknownOrUserSid,,,2,17,2018-04-25 20:00:59.9902706,16154
79,2018-04-25 20:01:00,svchost.exe,[localsystemnetworkrestricted] [AudioEndpointBuilder],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,22,2018-04-25 20:00:59.9902706,16154
80,2018-04-25 20:01:00,svchost.exe,[netsvcs] [Themes],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,56,2018-04-25 20:00:59.9902706,16154
81,2018-04-25 20:01:00,svchost.exe,[DcomLaunch],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,45,2018-04-25 20:00:59.9902706,16154
82,2018-04-25 20:01:00,svchost.exe,[netsvcs] [Schedule],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,24,2018-04-25 20:00:59.9902706,16154
83,2018-04-25 20:01:00,svchost.exe,[localservicenetworkrestricted] [lmhosts],12/12/2056 08:28:34 +00:00,LocalService,S-1-5-19,LocalService,9,66,2018-04-25 20:00:59.9902706,16154
84,2018-04-25 20:01:00,svchost.exe,[localsystemnetworkrestricted] [WPDBusEnum],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,12,2018-04-25 20:00:59.9902706,16154
85,2018-04-25 20:01:00,lsass.exe,,03/28/2033 14:04:14 +00:00,LocalSystem,S-1-5-18,systemprofile,4,34,2018-04-25 20:00:59.9902706,16154
86,2018-04-25 20:01:00,svchost.exe,[localservice] [EventSystem],12/12/2056 08:28:34 +00:00,LocalService,S-1-5-19,LocalService,9,32,2018-04-25 20:00:59.9902706,15575
87,2018-04-25 20:01:00,fontdrvhost.exe,,07/23/2033 04:51:16 +00:00,UnknownOrUserSid,S-1-5-96-0-1,,14,13,2018-04-25 20:00:59.9902706,16154
88,2018-04-25 20:01:00,svchost.exe,[netsvcs] [Winmgmt],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,30,2018-04-25 20:00:59.9902706,16154
89,2018-04-25 20:01:00,windeploy.exe,,10/10/2052 22:30:41 +00:00,LocalSystem,S-1-5-18,systemprofile,4,21,2018-04-25 20:00:59.9902706,15575
90,2018-04-25 20:01:00,svchost.exe,[netsvcs] [DsmSvc],12/12/2056 08:28:34 +00:00,LocalSystem,S-1-5-18,systemprofile,4,55,2018-04-25 20:00:59.9902706,16154
91,2018-04-25 20:01:00,MsMpEng.exe,,01/23/2103 20:36:23 +00:00,LocalSystem,S-1-5-18,systemprofile,4,35,2018-04-25 20:00:59.9902706,16154
92,2018-04-25 20:01:00,svchost.exe,[localservicenetworkrestricted] [EventLog],12/12/2056 08:28:34 +00:00,LocalService,S-1-5-19,LocalService,9,50,2018-04-25 20:00:59.9902706,16154
